Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions
,"30339, USA",,10/01/2019,92,71.9,81.3,,95.4,0,,6.3,,16,64.93,Clear
,"30339, USA",,10/02/2019,94.3,70.9,82,,97.1,0,,6.6,,9.3,63.68,Clear
,"30339, USA",,10/03/2019,96.4,71.2,82.8,,97.8,0,,7.6,,8,59.96,Clear
,"30339, USA",,10/04/2019,95.6,68.2,82.1,,94.8,0,,8.1,,17.9,55.06,Clear
,"30339, USA",,10/05/2019,78.8,66.4,74.2,,,0,,16.2,,56.3,68,Partially cloudy
,"30339, USA",,10/06/2019,76,61.2,67.8,,,0,,12.4,,89.2,78.5,Overcast
,"30339, USA",,10/07/2019,78.3,64.6,71.6,,,0,,6.5,,64.5,74.03,Partially cloudy
,"30339, USA",,10/08/2019,80.7,63.8,70.3,,81.8,0,,5.7,,56.7,76.59,Partially cloudy
,"30339, USA",,10/09/2019,73.7,64.2,67.7,,,0,,12.8,,77.8,76.15,Overcast
,"30339, USA",,10/10/2019,76.1,59.3,65.8,,,0,,8.4,,25,77.91,Clear
,"30339, USA",,10/11/2019,79.4,56.2,66.9,,,0,,5.8,,32.8,69.93,Partially cloudy
,"30339, USA",,10/12/2019,77.7,58.6,67.6,,,0,,10.4,,58.6,68.99,Partially cloudy
,"30339, USA",,10/13/2019,64.7,57.9,61.7,,,0.3,,7.4,,95.7,88.16,"Rain, Overcast"
,"30339, USA",,10/14/2019,76,49.7,63.1,48.3,,0,,5.9,,41.4,67.89,Partially cloudy
,"30339, USA",,10/15/2019,70.1,62,64.9,,,0.1,,7.5,,96.5,82.89,"Rain, Overcast"
,"30339, USA",,10/16/2019,70.7,55.9,63.6,,,0.3,,16.7,29.8,80.3,77.8,"Rain, Overcast"
,"30339, USA",,10/17/2019,65.8,44.4,54.1,40.2,,0,,11.4,,26.3,56.32,Partially cloudy
,"30339, USA",,10/18/2019,65.6,41.9,54.3,43.7,,0,,8.6,,37.4,63.47,Partially cloudy
,"30339, USA",,10/19/2019,58.4,52.1,54.8,,,1.3,,11.4,,27.4,81.56,"Rain, Partially cloudy"
,"30339, USA",,10/20/2019,72.2,55.7,61.8,,,0,,11.8,,28.5,87.58,Partially cloudy
,"30339, USA",,10/21/2019,74.6,54.4,64.7,,,0,,10.9,,10.2,84.64,Clear
,"30339, USA",,10/22/2019,70.9,52.8,64.3,,,0.3,,14,,28.9,64.42,"Rain, Partially cloudy"
,"30339, USA",,10/23/2019,67.7,42.5,54.8,40.8,,0,,7.1,,11.2,58.41,Clear
,"30339, USA",,10/24/2019,69.6,42.7,56.1,,,0,,8.1,,7.7,64.74,Clear
,"30339, USA",,10/25/2019,69.3,60.5,63.7,,,0.1,,8.6,,39.2,70.98,"Rain, Partially cloudy"
,"30339, USA",,10/26/2019,73.4,66,69.1,,,0.1,,15.5,,35.7,90.13,"Rain, Partially cloudy"
,"30339, USA",,10/27/2019,72.7,54.9,63.3,,,0.3,,13.3,29.8,16.4,79.17,"Rain, Clear"
,"30339, USA",,10/28/2019,75.2,49.5,58.9,,,0,,5.6,,14.9,84.74,Clear
,"30339, USA",,10/29/2019,73.6,53.5,63,,,0,,7.5,,26.1,83.67,Partially cloudy
,"30339, USA",,10/30/2019,71.7,65.1,68.3,,,1.4,,11.5,,77.8,98.39,"Rain, Overcast"
,"30339, USA",,10/31/2019,73.6,38.6,60.8,31.2,,0.5,,22,33.4,89.1,89.51,"Rain, Overcast"
,"30339, USA",,11/01/2019,56.1,33.6,42.8,25,,0,,13.3,,6.7,64.39,Clear
,"30339, USA",,11/02/2019,58.5,34.3,44.9,29.9,,0,,14.4,,10.5,69.05,Clear
,"30339, USA",,11/03/2019,60.6,33.9,46.4,34.3,,0,,4.8,,7.7,62.81,Clear
,"30339, USA",,11/04/2019,60,36.4,49.2,48.1,,0,,7.7,,65.2,67.63,Partially cloudy
,"30339, USA",,11/05/2019,69,48.7,57.7,,,0,,8.8,,63.9,64.92,Partially cloudy
,"30339, USA",,11/06/2019,72.4,45,57.1,46.8,,0,,9,,5.3,65.57,Clear
,"30339, USA",,11/07/2019,67.9,51.8,59.8,,,0.6,,9.5,29.8,92.7,79.75,"Rain, Overcast"
,"30339, USA",,11/08/2019,56.2,36.9,46.8,35.2,,0,,12.8,,65.6,71.72,Partially cloudy
,"30339, USA",,11/09/2019,54.3,34.1,42.5,30.4,,0,,8.5,,5.8,64.6,Clear
,"30339, USA",,11/10/2019,64.8,33.9,47.7,,,0,,6,,9.7,72.18,Clear
,"30339, USA",,11/11/2019,66.7,39,52.7,,,0,,9.5,,47.8,72.93,Partially cloudy
,"30339, USA",,11/12/2019,55.7,25.3,38.7,14.6,,0.5,,21.2,36.6,69.4,80.75,"Rain, Partially cloudy"
,"30339, USA",,11/13/2019,46.2,21.2,33,15.3,,0,,11.4,,12.2,54.87,Clear
,"30339, USA",,11/14/2019,42.8,33.2,38.9,27.5,,0.2,,9.2,,83.1,61,"Rain, Overcast"
,"30339, USA",,11/15/2019,46.9,41.9,44.4,38.8,,0.6,,7.8,,94.1,93.09,"Rain, Overcast"
,"30339, USA",,11/16/2019,62.3,38,48.2,33.8,,0,,7.9,,42.3,64.69,Partially cloudy
,"30339, USA",,11/17/2019,64.9,38.1,51.8,,,0,,3.6,,72.9,72.57,Partially cloudy
,"30339, USA",,11/18/2019,61.9,45.4,53,42.1,,0,,10.9,,62.1,68.05,Partially cloudy
,"30339, USA",,11/19/2019,62.2,42.8,50.1,38.3,,0,,9.9,,21.2,63.37,Clear
,"30339, USA",,11/20/2019,62.9,43.7,50.8,40.5,,0,,9.6,,22.4,59.95,Clear
,"30339, USA",,11/21/2019,66.1,39.9,52.2,,,0,,10.4,,8.5,64.41,Clear
,"30339, USA",,11/22/2019,65,45.1,56.3,46.1,,0,,10.3,,34.5,77.69,Partially cloudy
,"30339, USA",,11/23/2019,64.5,46.1,58.7,39.5,,0.8,,21.3,34.2,82.8,89.01,"Rain, Overcast"
,"30339, USA",,11/24/2019,52.3,40,45.8,35.9,,0,,14,,15.9,69.2,Clear
,"30339, USA",,11/25/2019,62.3,33,45.8,29.4,,0,,6.9,,15.2,71.61,Clear
,"30339, USA",,11/26/2019,64.9,33.7,50.3,,,0,,10.1,,3.9,72.13,Clear
,"30339, USA",,11/27/2019,74.5,52.1,62.8,,,0.2,,15.1,,18.2,60.3,"Rain, Clear"
,"30339, USA",,11/28/2019,60.2,43.4,51,37.8,,0,,12.9,,7.8,44.37,Clear
,"30339, USA",,11/29/2019,66.6,47,55.4,47.7,,0,,7.1,,74.7,51.39,Partially cloudy
,"30339, USA",,11/30/2019,73.5,49.7,61,,,0,,9.8,,36,61.02,Partially cloudy
,"30339, USA",,12/01/2019,65.7,48.4,60.7,42.5,,0.1,,20.6,36.7,46.4,50.87,"Rain, Partially cloudy"
,"30339, USA",,12/02/2019,47.6,37.3,41,29.1,,0,,17.7,33.4,94.7,54.96,Overcast
,"30339, USA",,12/03/2019,45.7,35,39,26.6,,0,,15.3,,65.2,63.36,Partially cloudy
,"30339, USA",,12/04/2019,58.5,34.1,45.2,27.1,,0,,16,,14.1,57.59,Clear
,"30339, USA",,12/05/2019,63.7,35.7,49.3,32.1,,0,,9.3,,23.6,49.25,Clear
,"30339, USA",,12/06/2019,57.8,41.9,49.7,,,0,,6.2,,86.6,62.36,Overcast
,"30339, USA",,12/07/2019,61.3,43.1,52.9,,,0,,6,,88.3,65.54,Overcast
,"30339, USA",,12/08/2019,55.7,45.4,50.8,40.2,,0,,13.9,,86.8,59.12,Overcast
,"30339, USA",,12/09/2019,54.4,46.4,50.5,42.3,,0,,12,,99.1,69.21,Overcast
,"30339, USA",,12/10/2019,65.9,38.4,53.2,32.2,,0.3,,16.5,34.4,93.4,86.73,"Rain, Overcast"
,"30339, USA",,12/11/2019,51.4,33.4,39.2,26.6,,0,,13.7,,37.6,63.81,Partially cloudy
,"30339, USA",,12/12/2019,51.2,29.9,40,26.1,,0.1,,15.1,,40.5,62.53,"Rain, Partially cloudy"
,"30339, USA",,12/13/2019,43.7,36.4,40.1,28.6,,1.4,,11.6,,91.5,94.89,"Rain, Overcast"
,"30339, USA",,12/14/2019,52.9,39.5,45.6,39.1,,0.1,,14.8,,57,83.24,"Rain, Partially cloudy"
,"30339, USA",,12/15/2019,57.7,38.6,48.3,48.2,,0,,9.1,,53.7,82.61,Partially cloudy
,"30339, USA",,12/16/2019,69,54.2,60.5,,,0,,10,,86.1,74.68,Overcast
,"30339, USA",,12/17/2019,63,38.8,51.8,30.1,,0.5,,19.5,34.4,89.8,86.35,"Rain, Overcast"
,"30339, USA",,12/18/2019,47,30.5,37.6,21,,0,,16.2,,1.9,54.65,Clear
,"30339, USA",,12/19/2019,51.8,28.1,38,22.5,,0,,8.8,,0,58.46,Clear
,"30339, USA",,12/20/2019,54.9,27.9,41,42.9,,0,,7.5,,39.9,56.56,Partially cloudy
,"30339, USA",,12/21/2019,46.3,42,44.6,38.9,,0.1,,7.8,,84.8,62.39,"Rain, Overcast"
,"30339, USA",,12/22/2019,46.3,40.5,42.7,33.7,,1.2,,15.5,32.2,96.9,83.79,"Rain, Overcast"
,"30339, USA",,12/23/2019,56.6,46.6,52,40.4,,0.6,,15.7,29.8,100,95.93,"Rain, Overcast"
,"30339, USA",,12/24/2019,70,48.3,58,,,0,,6.1,,36.7,82.45,Partially cloudy
,"30339, USA",,12/25/2019,64.5,39.6,50.3,43,,0,,9.5,,1,73.55,Clear
,"30339, USA",,12/26/2019,64.6,35.4,48.9,,,0,,3.8,,40.2,76.03,Partially cloudy
,"30339, USA",,12/27/2019,64.4,47.6,56.1,,,0,,5.8,,88.7,74.43,Overcast
,"30339, USA",,12/28/2019,67.3,51.2,59.1,,,0,,9.5,,89.2,88.75,Overcast
,"30339, USA",,12/29/2019,69.3,61.5,65.9,,,0.1,,12.9,,98.6,93.19,"Rain, Overcast"
,"30339, USA",,12/30/2019,68.4,45.7,55.7,40.5,,0.1,,20.4,40.3,27.6,62.52,"Rain, Partially cloudy"
