Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions
Norcross,"30003, USA",,1/1/2019,64.2,55.2,60.2,,,0.1,,10,,61.8,93.72,"Rain, Partially cloudy"
Norcross,"30003, USA",,1/2/2019,58.9,47.3,52,44,,0.4,,7.5,,67.1,93.18,"Rain, Partially cloudy"
Norcross,"30003, USA",,1/3/2019,55.9,48.9,52.1,47.2,,0.3,,4.6,,98.9,98.73,"Rain, Overcast"
Norcross,"30003, USA",,1/4/2019,64.1,44.9,53.4,38.3,,1.4,,17.3,34.4,88.6,92.05,"Rain, Overcast"
Norcross,"30003, USA",,1/5/2019,57,43.1,48.5,36.2,,0,,15,31.1,40.2,68.02,Partially cloudy
Norcross,"30003, USA",,1/6/2019,70,40.1,52.6,39.2,,0,,5.7,,0,65.52,Clear
Norcross,"30003, USA",,1/7/2019,66.8,38.1,51.1,47,,0,,8.9,,0,74.95,Clear
Norcross,"30003, USA",,1/8/2019,64.1,43.7,53.5,46.6,,0,,13.3,,41.9,86.1,Partially cloudy
Norcross,"30003, USA",,1/9/2019,56,38.9,45.9,33.5,,0,,17.5,34.4,0,39.72,Clear
Norcross,"30003, USA",,1/10/2019,46.1,28.3,36.3,18.4,,0,,12,,0,51.66,Clear
Norcross,"30003, USA",,1/11/2019,52.1,23.5,37.9,30,,0,,6.6,,7.9,57.32,Clear
Norcross,"30003, USA",,1/12/2019,40,34.2,37.5,24.8,,0.3,,14.3,,88.1,66.82,"Rain, Overcast"
Norcross,"30003, USA",,1/13/2019,44,33.3,37.9,25.4,,0.3,,10.1,,100,98.2,"Rain, Overcast"
Norcross,"30003, USA",,1/14/2019,47,37.3,42.8,32.4,,0,,10.2,,89.8,83.61,Overcast
Norcross,"30003, USA",,1/15/2019,47.9,32.1,38.4,26.8,,0,,8.9,,26.3,75.18,Partially cloudy
Norcross,"30003, USA",,1/16/2019,54.9,28.3,38.8,22.3,,0,,9.3,,0.1,76.5,Clear
Norcross,"30003, USA",,1/17/2019,46.5,30.3,39.1,27.2,,0.1,,5.4,,52.4,92.1,"Rain, Partially cloudy"
