,Location,Address,Country,Date,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Severity_1,Severity_2,Severity_3,Severity_4,Residential_ct,Interstate_ct,Accident_ct,Zipcode
0,,30309, USA,01/01/2019,64.5,55.4,60.5,,,0.2,,5.9,,58.6,92.33,"Rain, Partially cloudy",0,0,1,1,0,2,2,30309
1,,30309, USA,01/02/2019,56.7,47.7,51.6,46.7,,0.4,,7.1,,67.5,94.36,"Rain, Partially cloudy",0,2,4,0,1,5,6,30309
2,,30309, USA,01/03/2019,54.3,49.9,52.0,49.4,,0.4,,8.8,,99.4,97.9,"Rain, Overcast",0,1,1,0,1,1,2,30309
3,,30309, USA,01/04/2019,64.0,44.9,53.9,40.0,,1.0,,17.0,33.4,87.4,88.86,"Rain, Overcast",0,1,3,0,1,3,4,30309
4,,30309, USA,01/05/2019,57.0,43.3,48.2,35.7,,0.0,,17.1,31.1,41.8,66.75,Partially cloudy,0,0,0,0,0,0,0,30309
5,,30309, USA,01/06/2019,68.0,40.3,51.9,37.9,,0.0,,8.3,,4.6,64.72,Clear,0,0,0,0,0,0,0,30309
6,,30309, USA,01/07/2019,67.6,38.4,52.0,,,0.0,,9.7,,11.6,70.99,Clear,0,3,4,0,1,6,7,30309
7,,30309, USA,01/08/2019,64.5,47.7,55.4,48.2,,0.0,,9.9,,50.4,79.82,Partially cloudy,0,3,0,0,2,1,3,30309
8,,30309, USA,01/09/2019,55.9,38.9,46.3,29.7,,0.0,,19.5,34.4,0.0,39.89,Clear,0,3,0,0,2,1,3,30309
9,,30309, USA,01/10/2019,44.3,28.5,35.7,18.8,,0.0,,15.7,32.2,6.1,50.93,Clear,0,3,1,0,1,3,4,30309
10,,30309, USA,01/11/2019,52.6,26.4,39.5,33.1,,0.0,,7.2,,10.0,51.4,Clear,0,1,1,0,1,1,2,30309
11,,30309, USA,01/12/2019,42.5,36.3,40.1,29.6,,0.3,,10.7,,92.2,60.68,"Rain, Overcast",0,0,1,0,0,1,1,30309
12,,30309, USA,01/13/2019,45.0,34.9,39.4,28.7,,0.2,,8.4,,100.0,93.91,"Rain, Overcast",0,0,0,0,0,0,0,30309
13,,30309, USA,01/14/2019,45.2,38.9,42.6,31.8,,0.0,,12.3,,100.0,80.84,Overcast,0,3,2,0,1,4,5,30309
14,,30309, USA,01/15/2019,44.1,32.6,37.4,27.2,,0.0,,13.0,,57.2,73.48,Partially cloudy,0,1,1,0,0,2,2,30309
15,,30309, USA,01/16/2019,51.8,29.4,37.9,22.0,,0.0,,9.0,,13.7,76.88,Clear,0,2,1,0,1,2,3,30309
16,,30309, USA,01/17/2019,47.4,30.5,39.4,41.3,,0.2,,4.7,,55.9,92.1,"Rain, Partially cloudy",0,5,1,0,2,4,6,30309
17,,30309, USA,01/18/2019,56.1,44.5,48.9,43.9,,0.0,,4.5,,70.5,94.21,Partially cloudy,0,3,0,0,1,2,3,30309
18,,30309, USA,01/19/2019,61.9,46.6,54.7,,,0.8,,15.8,,87.6,96.54,"Rain, Overcast",0,0,1,1,0,2,2,30309
19,,30309, USA,01/20/2019,52.3,27.9,35.1,17.3,,0.0,,21.0,37.8,62.4,67.71,Partially cloudy,0,0,0,0,0,0,0,30309
20,,30309, USA,01/21/2019,42.4,20.4,30.0,10.9,,0.0,,15.3,,6.0,46.56,Clear,0,1,0,0,1,0,1,30309
21,,30309, USA,01/22/2019,43.4,29.4,36.8,21.9,,0.0,,10.3,,58.2,36.99,Partially cloudy,0,4,1,0,2,3,5,30309
22,,30309, USA,01/23/2019,66.4,41.3,51.6,35.4,,1.4,,15.8,31.1,96.9,71.28,"Rain, Overcast",0,2,0,0,1,1,2,30309
23,,30309, USA,01/24/2019,53.4,33.6,41.7,27.4,,0.4,,17.9,37.8,62.6,81.15,"Rain, Partially cloudy",0,3,2,0,0,5,5,30309
24,,30309, USA,01/25/2019,45.5,29.8,36.3,22.9,,0.0,,13.4,,5.2,60.38,Clear,0,0,3,0,0,3,3,30309
25,,30309, USA,01/26/2019,49.8,25.0,35.9,22.6,,0.0,,10.5,,3.2,64.05,Clear,0,0,1,0,0,1,1,30309
26,,30309, USA,01/27/2019,50.6,28.3,38.1,46.4,,0.0,,4.6,,16.1,77.5,Clear,0,0,0,0,0,0,0,30309
27,,30309, USA,01/28/2019,57.0,27.7,42.7,43.4,,0.0,,13.4,,44.8,70.42,Partially cloudy,0,2,3,0,1,4,5,30309
28,,30309, USA,01/29/2019,50.0,27.3,40.0,17.8,,0.1,,16.2,29.8,61.1,64.31,"Rain, Partially cloudy",0,1,0,0,1,0,1,30309
29,,30309, USA,01/30/2019,42.3,21.1,30.9,15.3,,0.0,,14.6,29.8,8.9,49.59,Clear,0,1,1,0,1,1,2,30309
30,,30309, USA,01/31/2019,50.3,24.8,35.9,41.1,,0.0,,8.2,,15.6,54.82,Clear,0,6,0,0,2,4,6,30309
31,,30309, USA,02/01/2019,60.2,26.7,41.6,39.6,,0.0,,7.4,,7.4,60.05,Clear,0,2,1,0,2,1,3,30309
32,,30309, USA,02/02/2019,65.2,30.9,49.4,,,0.0,,6.9,,44.2,66.82,Partially cloudy,0,0,1,0,0,1,1,30309
33,,30309, USA,02/03/2019,62.7,44.6,54.5,,,0.0,,6.7,,72.0,74.33,Partially cloudy,0,0,0,1,0,1,1,30309
34,,30309, USA,02/04/2019,64.9,38.1,51.0,,,0.0,,6.0,,49.6,85.01,Partially cloudy,0,0,0,0,0,0,0,30309
35,,30309, USA,02/05/2019,71.6,53.7,61.2,,,0.0,,5.7,,76.9,84.54,Overcast,0,0,0,0,0,0,0,30309
36,,30309, USA,02/06/2019,69.6,54.8,62.7,,,0.1,,9.2,,86.0,93.15,"Rain, Overcast",0,4,2,0,2,4,6,30309
37,,30309, USA,02/07/2019,79.0,62.3,69.4,,,0.0,,16.2,31.1,48.9,73.22,Partially cloudy,0,3,1,0,2,2,4,30309
38,,30309, USA,02/08/2019,67.5,41.4,52.6,35.2,,0.0,,17.8,32.2,50.5,56.1,Partially cloudy,0,4,1,0,4,1,5,30309
39,,30309, USA,02/09/2019,54.0,37.0,44.4,31.4,,0.0,,11.9,,63.8,41.23,Partially cloudy,0,0,0,0,0,0,0,30309
40,,30309, USA,02/10/2019,45.1,36.3,39.8,30.0,,0.1,,10.5,,80.5,65.17,"Rain, Overcast",0,0,2,0,0,2,2,30309
41,,30309, USA,02/11/2019,54.7,36.9,45.0,32.8,,0.1,,5.5,,94.7,97.52,"Rain, Overcast",0,5,1,0,2,4,6,30309
42,,30309, USA,02/12/2019,67.3,48.3,56.7,42.4,,1.0,,16.0,35.6,80.8,93.21,"Rain, Overcast",0,5,0,0,4,1,5,30309
43,,30309, USA,02/13/2019,54.5,35.8,44.1,30.5,,0.0,,15.7,32.2,4.9,50.12,Clear,0,0,0,0,0,0,0,30309
44,,30309, USA,02/14/2019,63.4,30.3,47.2,,,0.0,,11.4,,17.4,55.57,Clear,0,1,0,0,0,1,1,30309
