Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30309, USA",,4/1/2018,76.4,40.8,59.3,,,0,,11,,9.9,55.59,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/2/2018,80.1,53.4,66.7,,78.7,0,,11.9,,11.9,44.86,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/3/2018,79,52.9,66.3,,,0,,12.8,,48.2,65.64,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/4/2018,71.3,48.9,58.4,43.8,,0.2,,21.4,36,39.9,57.29,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/5/2018,65.8,36.4,51.5,34.3,,0,,10.3,31.1,8,42.82,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/6/2018,73.1,43.8,58.1,,,0,,13.2,,68.4,53.78,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/7/2018,58.8,40.3,52.7,33.5,,0.2,,14,,95.8,84.88,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/8/2018,54.2,37.1,44.8,30.1,,0,,14.7,,82.3,72.6,Overcast,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/9/2018,58.3,45.8,50.9,43.8,,0,,6.9,,84,81.28,Overcast,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/10/2018,68.5,48.6,56.7,,,0,,11.5,,38.6,64.99,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/11/2018,69.6,42.9,56.2,41.3,,0,,11.2,,5.2,47.47,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/12/2018,76.5,44,60.8,,,0,,11.2,,4.9,52.17,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/13/2018,79.3,48.4,65.7,,,0,,13.6,,26.2,56.97,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/14/2018,79.8,61.9,71.5,,,0,,13.7,,70.7,64.02,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/15/2018,73,45.3,59.1,39.6,,1.1,,15.9,34.4,93.8,79.61,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/16/2018,51.9,38.5,43.4,30.2,,0,,19,32.2,70,64.7,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/17/2018,75,33.7,53.8,29.7,,0,,14.3,,0,53.27,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30309, USA",,4/18/2018,83,47.6,66.6,,80.6,0,,17.5,33.3,5.2,50.35,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,7.4mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.9mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
