,Location,Address,Country,Date,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Severity_1,Severity_2,Severity_3,Severity_4,Residential_ct,Interstate_ct,Accident_ct,Zipcode
0,,30340, USA,01/01/2019,64.2,55.1,60.0,,,0.2,,6.8,,58.5,91.19,"Rain, Partially cloudy",0,0,1,0,0,1,1,30340
1,,30340, USA,01/02/2019,56.9,47.1,51.3,46.0,,0.4,,7.0,,66.2,93.16,"Rain, Partially cloudy",0,0,2,0,0,2,2,30340
2,,30340, USA,01/03/2019,53.9,48.9,51.7,46.7,,0.4,,7.9,,99.2,97.34,"Rain, Overcast",0,0,2,0,0,2,2,30340
3,,30340, USA,01/04/2019,64.1,44.1,53.3,39.0,,1.0,,20.5,34.4,89.7,88.2,"Rain, Overcast",0,5,1,0,0,6,6,30340
4,,30340, USA,01/05/2019,56.1,43.1,47.5,35.0,,0.0,,18.2,31.1,44.7,67.29,Partially cloudy,0,0,1,0,0,1,1,30340
5,,30340, USA,01/06/2019,68.1,39.1,51.7,37.2,,0.0,,9.0,,1.1,63.11,Clear,0,0,0,0,0,0,0,30340
6,,30340, USA,01/07/2019,66.1,38.1,51.6,45.8,,0.0,,10.2,,2.7,70.15,Clear,0,0,0,0,0,0,0,30340
7,,30340, USA,01/08/2019,64.2,46.3,54.8,46.3,,0.0,,11.3,,46.3,79.02,Partially cloudy,0,0,0,0,0,0,0,30340
8,,30340, USA,01/09/2019,55.2,38.1,45.8,27.9,,0.0,,22.5,34.4,0.0,40.02,Clear,0,0,1,0,0,1,1,30340
9,,30340, USA,01/10/2019,44.0,28.2,35.3,17.7,,0.0,,17.0,32.2,1.4,51.49,Clear,0,0,3,0,0,3,3,30340
10,,30340, USA,01/11/2019,52.1,26.0,38.6,25.8,,0.0,,6.9,,6.9,52.2,Clear,0,2,1,0,0,3,3,30340
11,,30340, USA,01/12/2019,41.2,35.1,38.9,29.8,,0.3,,10.1,,93.2,60.96,"Rain, Overcast",0,0,0,0,0,0,0,30340
12,,30340, USA,01/13/2019,44.1,34.2,38.5,27.5,,0.2,,10.0,,100.0,93.72,"Rain, Overcast",0,0,0,0,0,0,0,30340
13,,30340, USA,01/14/2019,46.0,38.1,42.2,30.8,,0.0,,13.6,,100.0,79.84,Overcast,0,2,0,0,0,2,2,30340
14,,30340, USA,01/15/2019,44.8,32.1,37.2,25.8,,0.0,,16.7,,54.9,73.06,Partially cloudy,0,0,1,0,0,1,1,30340
