,Location,Address,Country,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Date,30339_Accidents
0,,30339, USA,2019-01-01,64.6,55.1,60.2,,,0.2,,6.2,,46.4,91.27,"Rain, Partially cloudy",01/01/2019,1.0
1,,30339, USA,2019-01-02,57.1,47.2,51.5,46.9,,0.3,,7.7,,71.0,92.69,"Rain, Partially cloudy",01/02/2019,
2,,30339, USA,2019-01-03,54.1,49.9,51.9,,,0.4,,9.9,,99.5,96.98,"Rain, Overcast",01/03/2019,2.0
3,,30339, USA,2019-01-04,63.5,44.7,53.7,39.3,,0.9,,18.1,33.1,85.4,89.3,"Rain, Overcast",01/04/2019,1.0
4,,30339, USA,2019-01-05,57.4,42.9,48.1,35.6,,0.0,,17.6,31.1,41.9,66.47,Partially cloudy,01/05/2019,
5,,30339, USA,2019-01-06,67.6,40.4,51.9,36.2,,0.0,,8.8,,16.6,63.79,Clear,01/06/2019,1.0
6,,30339, USA,2019-01-07,68.0,38.2,52.6,,,0.0,,10.3,,42.1,68.39,Partially cloudy,01/07/2019,5.0
7,,30339, USA,2019-01-08,64.7,48.0,55.5,,,0.0,,12.5,,63.1,79.22,Partially cloudy,01/08/2019,1.0
8,,30339, USA,2019-01-09,55.7,39.0,46.3,30.3,,0.0,,19.8,34.4,0.0,38.2,Clear,01/09/2019,3.0
9,,30339, USA,2019-01-10,44.2,28.3,35.6,17.9,,0.0,,17.1,32.2,22.2,49.77,Clear,01/10/2019,2.0
10,,30339, USA,2019-01-11,53.0,26.6,39.6,29.6,,0.0,,8.9,,23.4,50.33,Clear,01/11/2019,1.0
11,,30339, USA,2019-01-12,42.6,36.1,40.1,27.9,,0.3,,13.0,,91.8,60.13,"Rain, Overcast",01/12/2019,1.0
12,,30339, USA,2019-01-13,45.0,34.9,39.4,28.1,,0.2,,9.5,,100.0,92.94,"Rain, Overcast",01/13/2019,
13,,30339, USA,2019-01-14,44.2,39.0,42.5,32.4,,0.0,,11.0,,100.0,80.39,Overcast,01/14/2019,5.0
14,,30339, USA,2019-01-15,44.2,32.7,37.3,26.2,,0.0,,13.4,,65.7,72.31,Partially cloudy,01/15/2019,4.0
15,,30339, USA,2019-01-16,51.2,29.2,37.7,22.6,,0.0,,9.6,,24.1,76.32,Clear,01/16/2019,6.0
16,,30339, USA,2019-01-17,46.7,31.1,39.4,28.7,,0.1,,4.7,,61.9,90.62,"Rain, Partially cloudy",01/17/2019,2.0
17,,30339, USA,2019-01-18,56.5,45.0,49.2,47.7,,0.0,,3.8,,68.0,94.45,Partially cloudy,01/18/2019,2.0
18,,30339, USA,2019-01-19,61.9,46.7,54.9,47.6,,0.9,,17.7,,79.5,95.79,"Rain, Overcast",01/19/2019,1.0
19,,30339, USA,2019-01-20,51.9,27.9,34.8,16.6,,0.0,,22.4,37.8,59.7,66.23,Partially cloudy,01/20/2019,
20,,30339, USA,2019-01-21,42.0,20.2,29.8,10.0,,0.0,,16.6,,21.9,44.88,Clear,01/21/2019,
21,,30339, USA,2019-01-22,43.3,29.5,36.8,20.0,,0.0,,13.4,,60.8,36.66,Partially cloudy,01/22/2019,1.0
22,,30339, USA,2019-01-23,66.5,41.3,51.6,34.7,,1.5,,19.0,31.1,96.3,70.81,"Rain, Overcast",01/23/2019,1.0
23,,30339, USA,2019-01-24,53.3,33.6,41.4,26.3,,0.5,,19.5,37.8,63.1,81.43,"Rain, Partially cloudy",01/24/2019,7.0
24,,30339, USA,2019-01-25,45.8,29.4,36.2,22.4,,0.0,,13.6,,18.8,59.6,Clear,01/25/2019,2.0
25,,30339, USA,2019-01-26,50.0,24.7,35.9,20.7,,0.0,,12.4,,11.6,62.13,Clear,01/26/2019,
26,,30339, USA,2019-01-27,50.7,28.7,38.6,45.9,,0.0,,4.9,,49.9,74.83,Partially cloudy,01/27/2019,
27,,30339, USA,2019-01-28,57.6,28.1,43.0,43.1,,0.0,,12.2,,50.0,68.8,Partially cloudy,01/28/2019,1.0
28,,30339, USA,2019-01-29,49.9,27.0,39.8,17.9,,0.1,,17.8,29.8,63.4,63.28,"Rain, Partially cloudy",01/29/2019,1.0
29,,30339, USA,2019-01-30,41.6,20.4,30.6,14.0,,0.0,,17.1,29.8,32.4,49.47,Partially cloudy,01/30/2019,
30,,30339, USA,2019-01-31,50.3,25.6,36.2,41.1,,0.0,,7.8,,21.1,51.52,Clear,01/31/2019,
31,,30339, USA,2019-02-01,60.8,27.5,42.1,39.2,,0.0,,5.9,,26.9,56.68,Partially cloudy,02/01/2019,3.0
32,,30339, USA,2019-02-02,65.6,32.5,49.9,,,0.0,,7.4,,50.2,63.4,Partially cloudy,02/02/2019,
33,,30339, USA,2019-02-03,63.0,44.9,54.7,,,0.0,,6.2,,75.3,73.17,Overcast,02/03/2019,
34,,30339, USA,2019-02-04,64.9,38.4,51.4,,,0.0,,6.6,,58.6,83.64,Partially cloudy,02/04/2019,
35,,30339, USA,2019-02-05,71.5,54.0,61.1,,,0.0,,5.9,,82.8,84.36,Overcast,02/05/2019,2.0
36,,30339, USA,2019-02-06,69.6,55.0,63.0,,,0.0,,9.2,,84.8,91.89,Overcast,02/06/2019,4.0
37,,30339, USA,2019-02-07,79.6,63.5,69.7,,,0.0,,15.9,31.1,66.6,72.18,Partially cloudy,02/07/2019,6.0
38,,30339, USA,2019-02-08,67.8,40.8,52.2,35.3,,0.0,,18.0,32.2,76.0,55.15,Overcast,02/08/2019,
39,,30339, USA,2019-02-09,54.3,36.3,44.1,30.6,,0.0,,13.2,,77.5,41.06,Overcast,02/09/2019,4.0
40,,30339, USA,2019-02-10,45.5,36.1,40.0,28.0,,0.1,,12.3,,84.2,64.03,"Rain, Overcast",02/10/2019,
41,,30339, USA,2019-02-11,54.3,36.9,45.1,31.2,,0.2,,7.7,,80.6,96.94,"Rain, Overcast",02/11/2019,2.0
42,,30339, USA,2019-02-12,67.2,48.4,56.8,42.2,,1.0,,17.5,35.6,82.5,92.79,"Rain, Overcast",02/12/2019,7.0
43,,30339, USA,2019-02-13,54.7,35.4,44.1,28.7,,0.0,,15.6,32.2,17.7,48.46,Clear,02/13/2019,
44,,30339, USA,2019-02-14,63.9,30.1,47.6,,,0.0,,11.8,,35.5,52.82,Partially cloudy,02/14/2019,3.0
45,,30339, USA,2019-02-15,59.4,49.6,54.8,47.4,,0.2,,8.3,,84.3,80.14,"Rain, Overcast",02/15/2019,5.0
46,,30339, USA,2019-02-16,60.1,46.6,53.4,45.3,,0.1,,11.8,,89.0,89.92,"Rain, Overcast",02/16/2019,1.0
47,,30339, USA,2019-02-17,50.2,44.8,47.5,41.9,,0.2,,9.7,,82.4,93.72,"Rain, Overcast",02/17/2019,3.0
48,,30339, USA,2019-02-18,56.8,44.5,48.4,39.5,,0.1,,13.5,,79.6,70.32,"Rain, Overcast",02/18/2019,2.0
49,,30339, USA,2019-02-19,45.4,37.4,40.6,28.8,,1.4,,16.5,,98.8,84.4,"Rain, Overcast",02/19/2019,
50,,30339, USA,2019-02-20,43.0,38.1,40.7,29.6,,0.5,,16.8,,97.2,96.34,"Rain, Overcast",02/20/2019,2.0
51,,30339, USA,2019-02-21,58.8,42.0,50.1,38.2,,0.8,,7.6,,86.8,97.92,"Rain, Overcast",02/21/2019,2.0
