Date,Severity_1,Severity_2,Severity_3,Severity_4,Residential_ct,Interstate_ct,Accident_ct,Zipcode
01/01/2018,0,0,0,0,0,0,0,30331
01/02/2018,0,0,2,0,0,2,2,30331
01/03/2018,0,1,0,0,0,1,1,30331
01/04/2018,0,0,1,0,0,1,1,30331
01/05/2018,0,1,0,0,1,0,1,30331
01/06/2018,0,0,2,0,0,2,2,30331
01/07/2018,0,0,1,1,0,2,2,30331
01/08/2018,0,0,1,0,0,1,1,30331
01/09/2018,0,0,2,0,0,2,2,30331
01/10/2018,0,0,3,0,0,3,3,30331
01/11/2018,0,0,2,0,0,2,2,30331
01/12/2018,0,0,1,0,0,1,1,30331
01/13/2018,0,0,1,0,0,1,1,30331
01/14/2018,0,2,0,0,0,2,2,30331
01/15/2018,0,0,3,0,0,3,3,30331
01/16/2018,0,0,2,0,0,2,2,30331
01/17/2018,0,0,0,0,0,0,0,30331
01/18/2018,0,0,1,0,0,1,1,30331
01/19/2018,0,0,1,0,0,1,1,30331
01/20/2018,0,1,0,0,0,1,1,30331
01/21/2018,0,0,0,0,0,0,0,30331
01/22/2018,0,0,3,0,0,3,3,30331
01/23/2018,0,1,1,0,0,2,2,30331
01/24/2018,0,1,1,0,0,2,2,30331
01/25/2018,0,0,2,0,0,2,2,30331
01/26/2018,0,0,1,0,0,1,1,30331
01/27/2018,0,0,0,0,0,0,0,30331
01/28/2018,0,0,1,0,0,1,1,30331
01/29/2018,0,0,1,0,0,1,1,30331
01/30/2018,0,1,3,0,0,4,4,30331
01/31/2018,0,0,1,0,0,1,1,30331
02/01/2018,0,3,3,0,0,6,6,30331
02/02/2018,0,3,0,0,0,3,3,30331
02/03/2018,0,0,0,0,0,0,0,30331
02/04/2018,0,0,1,0,0,1,1,30331
02/05/2018,0,0,1,0,0,1,1,30331
02/06/2018,0,1,0,0,1,0,1,30331
02/07/2018,0,0,1,0,0,1,1,30331
02/08/2018,0,0,2,0,0,2,2,30331
02/09/2018,0,0,1,0,0,1,1,30331
02/10/2018,0,0,1,0,0,1,1,30331
02/11/2018,0,0,3,0,0,3,3,30331
02/12/2018,0,0,3,0,0,3,3,30331
02/13/2018,0,0,2,0,0,2,2,30331
02/14/2018,0,0,1,0,0,1,1,30331
02/15/2018,0,1,0,0,0,1,1,30331
02/16/2018,0,1,1,0,0,2,2,30331
02/17/2018,0,0,0,0,0,0,0,30331
02/18/2018,0,0,0,0,0,0,0,30331
02/19/2018,0,1,1,0,1,1,2,30331
02/20/2018,0,0,0,0,0,0,0,30331
02/21/2018,0,0,5,0,0,5,5,30331
02/22/2018,0,0,1,0,0,1,1,30331
02/23/2018,0,0,1,0,0,1,1,30331
02/24/2018,0,0,1,1,0,2,2,30331
02/25/2018,0,0,1,0,0,1,1,30331
02/26/2018,0,0,2,0,0,2,2,30331
02/27/2018,0,0,2,0,0,2,2,30331
02/28/2018,0,1,0,0,0,1,1,30331
03/01/2018,0,0,0,0,0,0,0,30331
03/02/2018,0,1,2,0,0,3,3,30331
03/03/2018,0,0,2,0,0,2,2,30331
03/04/2018,0,0,0,0,0,0,0,30331
03/05/2018,0,0,2,0,0,2,2,30331
03/06/2018,0,1,0,0,1,0,1,30331
03/07/2018,0,0,0,0,0,0,0,30331
03/08/2018,0,0,0,0,0,0,0,30331
03/09/2018,0,0,3,0,0,3,3,30331
03/10/2018,0,0,0,0,0,0,0,30331
03/11/2018,0,2,1,0,0,3,3,30331
03/12/2018,0,0,1,1,0,2,2,30331
03/13/2018,0,0,0,0,0,0,0,30331
03/14/2018,0,0,0,0,0,0,0,30331
03/15/2018,0,0,1,0,1,0,1,30331
03/16/2018,0,0,1,0,0,1,1,30331
03/17/2018,0,1,0,0,0,1,1,30331
03/18/2018,0,0,0,0,0,0,0,30331
03/19/2018,0,1,2,0,0,3,3,30331
03/20/2018,0,1,1,0,1,1,2,30331
03/21/2018,0,1,6,0,0,7,7,30331
03/22/2018,0,0,3,0,0,3,3,30331
03/23/2018,0,1,2,0,0,3,3,30331
03/24/2018,0,0,2,0,0,2,2,30331
03/25/2018,0,0,2,1,0,3,3,30331
03/26/2018,0,0,2,0,0,2,2,30331
03/27/2018,0,0,0,0,0,0,0,30331
03/28/2018,0,0,1,0,0,1,1,30331
03/29/2018,0,1,0,0,0,1,1,30331
03/30/2018,0,1,2,0,0,3,3,30331
03/31/2018,0,0,1,0,0,1,1,30331
04/01/2018,0,0,0,0,0,0,0,30331
04/02/2018,0,1,0,0,0,1,1,30331
04/03/2018,0,0,0,0,0,0,0,30331
04/04/2018,0,0,1,0,0,1,1,30331
04/05/2018,0,0,1,0,0,1,1,30331
04/06/2018,0,1,0,0,0,1,1,30331
04/07/2018,0,0,1,0,0,1,1,30331
04/08/2018,0,0,1,0,0,1,1,30331
04/09/2018,0,0,3,0,0,3,3,30331
04/10/2018,0,0,1,0,0,1,1,30331
04/11/2018,0,0,1,0,0,1,1,30331
04/12/2018,0,0,0,0,0,0,0,30331
04/13/2018,0,0,0,0,0,0,0,30331
04/14/2018,0,0,0,0,0,0,0,30331
04/15/2018,0,0,0,0,0,0,0,30331
04/16/2018,0,0,1,0,0,1,1,30331
04/17/2018,0,0,1,0,0,1,1,30331
04/18/2018,0,0,1,0,0,1,1,30331
04/19/2018,0,1,1,0,0,2,2,30331
04/20/2018,0,0,0,0,0,0,0,30331
04/21/2018,0,0,0,0,0,0,0,30331
04/22/2018,0,0,1,0,0,1,1,30331
04/23/2018,0,0,1,0,0,1,1,30331
04/24/2018,0,1,0,0,0,1,1,30331
04/25/2018,0,0,0,0,0,0,0,30331
04/26/2018,0,1,2,0,0,3,3,30331
04/27/2018,0,0,1,0,0,1,1,30331
04/28/2018,0,0,0,0,0,0,0,30331
04/29/2018,0,0,0,0,0,0,0,30331
04/30/2018,0,0,3,0,0,3,3,30331
05/01/2018,0,2,5,1,0,8,8,30331
05/02/2018,0,0,2,0,0,2,2,30331
05/03/2018,0,0,0,1,0,1,1,30331
05/04/2018,0,1,1,0,0,2,2,30331
05/05/2018,0,0,0,0,0,0,0,30331
05/06/2018,0,0,0,0,0,0,0,30331
05/07/2018,0,0,0,0,0,0,0,30331
05/08/2018,0,0,1,0,0,1,1,30331
05/09/2018,0,0,1,0,0,1,1,30331
05/10/2018,0,0,1,0,0,1,1,30331
05/11/2018,0,0,0,0,0,0,0,30331
05/12/2018,0,0,1,0,0,1,1,30331
05/13/2018,0,0,0,0,0,0,0,30331
05/14/2018,0,0,1,0,0,1,1,30331
05/15/2018,0,0,0,1,0,1,1,30331
05/16/2018,0,0,1,0,0,1,1,30331
05/17/2018,0,0,1,0,0,1,1,30331
05/18/2018,0,0,1,0,0,1,1,30331
05/19/2018,0,0,2,0,0,2,2,30331
05/20/2018,0,0,1,0,0,1,1,30331
05/21/2018,0,0,1,0,0,1,1,30331
05/22/2018,0,0,1,0,0,1,1,30331
05/23/2018,0,0,3,1,0,4,4,30331
05/24/2018,0,0,1,0,0,1,1,30331
05/25/2018,0,0,0,0,0,0,0,30331
05/26/2018,0,0,0,0,0,0,0,30331
05/27/2018,0,0,0,0,0,0,0,30331
05/28/2018,0,0,1,0,0,1,1,30331
05/29/2018,0,0,1,0,0,1,1,30331
05/30/2018,0,1,1,0,0,2,2,30331
05/31/2018,0,0,1,0,0,1,1,30331
06/01/2018,0,2,1,0,1,2,3,30331
06/02/2018,0,0,0,0,0,0,0,30331
06/03/2018,0,0,0,0,0,0,0,30331
06/04/2018,0,0,1,0,0,1,1,30331
06/05/2018,0,1,2,0,0,3,3,30331
06/06/2018,0,1,1,0,0,2,2,30331
06/07/2018,0,1,1,0,1,1,2,30331
06/08/2018,0,1,0,0,0,1,1,30331
06/09/2018,0,0,3,0,0,3,3,30331
06/10/2018,0,0,0,0,0,0,0,30331
06/11/2018,0,2,4,0,1,5,6,30331
06/12/2018,0,0,1,0,0,1,1,30331
06/13/2018,0,0,0,0,0,0,0,30331
06/14/2018,0,0,0,0,0,0,0,30331
06/15/2018,0,2,0,0,2,0,2,30331
06/16/2018,0,0,0,0,0,0,0,30331
06/17/2018,0,0,1,0,0,1,1,30331
06/18/2018,0,0,2,0,0,2,2,30331
06/19/2018,0,2,2,0,1,3,4,30331
06/20/2018,0,0,0,0,0,0,0,30331
06/21/2018,0,0,2,0,0,2,2,30331
06/22/2018,0,0,5,0,1,4,5,30331
06/23/2018,0,0,2,0,0,2,2,30331
06/24/2018,0,0,1,0,0,1,1,30331
06/25/2018,0,1,3,0,0,4,4,30331
06/26/2018,0,1,1,0,0,2,2,30331
06/27/2018,0,1,0,0,1,0,1,30331
06/28/2018,0,0,4,0,0,4,4,30331
06/29/2018,0,0,1,0,0,1,1,30331
