,Location,Address,Country,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Date,30308_Accidents
0,,30308, USA,2019-01-01,64.9,56.1,61.2,,,0.2,,6.0,,70.7,91.08,"Rain, Partially cloudy",01/01/2019,
1,,30308, USA,2019-01-02,56.8,48.8,52.1,46.4,,0.4,,7.2,,72.8,92.82,"Rain, Partially cloudy",01/02/2019,4.0
2,,30308, USA,2019-01-03,54.4,50.1,52.3,,,0.3,,9.9,,99.4,96.68,"Rain, Overcast",01/03/2019,2.0
3,,30308, USA,2019-01-04,64.6,45.0,54.3,40.2,,1.2,,18.1,33.6,87.5,86.99,"Rain, Overcast",01/04/2019,2.0
4,,30308, USA,2019-01-05,57.5,43.6,48.6,36.2,,0.0,,17.0,33.3,40.7,65.53,Partially cloudy,01/05/2019,1.0
5,,30308, USA,2019-01-06,68.3,41.1,52.5,38.1,,0.0,,7.7,,5.5,63.1,Clear,01/06/2019,1.0
6,,30308, USA,2019-01-07,67.7,40.0,52.8,44.7,,0.0,,10.1,,18.2,68.92,Clear,01/07/2019,2.0
7,,30308, USA,2019-01-08,64.5,48.4,55.8,47.9,,0.0,,10.4,,56.0,78.26,Partially cloudy,01/08/2019,1.0
8,,30308, USA,2019-01-09,56.1,39.2,46.6,30.0,,0.0,,20.4,33.3,2.2,40.91,Clear,01/09/2019,3.0
9,,30308, USA,2019-01-10,44.5,28.9,36.1,19.2,,0.0,,16.1,34.4,10.9,50.76,Clear,01/10/2019,1.0
10,,30308, USA,2019-01-11,52.9,27.5,40.0,29.5,,0.0,,7.6,,13.5,50.51,Clear,01/11/2019,2.0
11,,30308, USA,2019-01-12,42.7,36.9,40.5,29.5,,0.3,,12.3,,93.9,60.38,"Rain, Overcast",01/12/2019,2.0
12,,30308, USA,2019-01-13,45.6,35.0,39.9,28.2,,0.2,,9.5,,99.8,92.61,"Rain, Overcast",01/13/2019,
13,,30308, USA,2019-01-14,45.3,39.2,42.9,31.7,,0.0,,13.2,,99.7,79.92,Overcast,01/14/2019,4.0
14,,30308, USA,2019-01-15,44.2,32.8,37.7,27.1,,0.0,,12.8,,59.1,73.13,Partially cloudy,01/15/2019,
15,,30308, USA,2019-01-16,52.3,29.6,38.4,21.9,,0.0,,9.1,,19.0,75.53,Clear,01/16/2019,6.0
16,,30308, USA,2019-01-17,47.8,31.5,40.1,41.8,,0.1,,5.0,,61.7,90.12,"Rain, Partially cloudy",01/17/2019,2.0
17,,30308, USA,2019-01-18,56.3,45.6,49.5,43.9,,0.0,,4.8,,75.6,92.24,Overcast,01/18/2019,7.0
18,,30308, USA,2019-01-19,62.2,47.7,55.1,,,0.9,,13.9,,87.5,95.35,"Rain, Overcast",01/19/2019,3.0
19,,30308, USA,2019-01-20,52.6,28.5,35.5,17.8,,0.0,,21.4,37.8,63.8,67.8,Partially cloudy,01/20/2019,
20,,30308, USA,2019-01-21,42.7,20.8,30.6,11.1,,0.0,,15.6,,8.2,46.34,Clear,01/21/2019,2.0
21,,30308, USA,2019-01-22,43.9,29.6,37.2,21.7,,0.0,,10.9,,62.5,37.63,Partially cloudy,01/22/2019,1.0
22,,30308, USA,2019-01-23,66.7,41.7,52.3,35.7,,1.5,,16.0,35.6,97.6,70.94,"Rain, Overcast",01/23/2019,3.0
23,,30308, USA,2019-01-24,53.7,34.0,42.2,27.1,,0.3,,19.8,39.1,63.3,79.91,"Rain, Partially cloudy",01/24/2019,2.0
24,,30308, USA,2019-01-25,45.9,30.1,36.8,23.3,,0.0,,14.4,,11.9,59.6,Clear,01/25/2019,1.0
25,,30308, USA,2019-01-26,50.3,25.8,36.7,22.9,,0.0,,10.9,,5.7,62.82,Clear,01/26/2019,
26,,30308, USA,2019-01-27,50.5,29.7,39.1,46.7,,0.0,,4.6,,23.2,75.25,Clear,01/27/2019,
27,,30308, USA,2019-01-28,57.0,29.3,43.5,44.4,,0.0,,13.0,,44.5,69.01,Partially cloudy,01/28/2019,4.0
28,,30308, USA,2019-01-29,50.3,27.9,40.4,18.3,,0.1,,16.4,29.8,64.0,64.65,"Rain, Partially cloudy",01/29/2019,1.0
29,,30308, USA,2019-01-30,42.7,22.1,31.5,15.6,,0.0,,15.1,30.3,14.2,49.17,Clear,01/30/2019,1.0
30,,30308, USA,2019-01-31,51.0,25.5,36.6,25.7,,0.0,,8.6,,18.3,54.2,Clear,01/31/2019,2.0
31,,30308, USA,2019-02-01,60.6,29.2,42.9,41.5,,0.0,,7.6,,14.2,57.17,Clear,02/01/2019,3.0
32,,30308, USA,2019-02-02,64.8,33.2,50.2,31.9,,0.0,,7.2,,47.9,65.88,Partially cloudy,02/02/2019,2.0
33,,30308, USA,2019-02-03,63.2,46.4,55.1,,,0.0,,6.9,,71.9,72.56,Partially cloudy,02/03/2019,
34,,30308, USA,2019-02-04,65.1,39.5,52.1,,,0.0,,6.1,,50.5,83.3,Partially cloudy,02/04/2019,1.0
35,,30308, USA,2019-02-05,71.8,54.0,61.6,,,0.0,,5.9,,76.9,83.49,Overcast,02/05/2019,1.0
36,,30308, USA,2019-02-06,69.9,56.3,63.0,,,0.1,,9.6,,84.3,91.95,"Rain, Overcast",02/06/2019,2.0
37,,30308, USA,2019-02-07,79.1,62.7,69.5,,,0.0,,15.8,31.1,47.3,72.85,Partially cloudy,02/07/2019,1.0
38,,30308, USA,2019-02-08,67.4,42.0,53.0,35.3,,0.0,,18.5,32.2,52.0,56.37,Partially cloudy,02/08/2019,1.0
39,,30308, USA,2019-02-09,54.0,37.3,44.6,31.4,,0.0,,12.9,31.1,65.8,41.52,Partially cloudy,02/09/2019,
40,,30308, USA,2019-02-10,44.8,36.9,39.9,30.3,,0.1,,13.0,,81.7,65.46,"Rain, Overcast",02/10/2019,
41,,30308, USA,2019-02-11,55.0,37.0,45.2,32.8,,0.1,,5.3,,98.0,96.39,"Rain, Overcast",02/11/2019,2.0
42,,30308, USA,2019-02-12,68.4,48.8,57.2,42.6,,0.9,,17.4,34.2,79.8,91.88,"Rain, Overcast",02/12/2019,4.0
43,,30308, USA,2019-02-13,54.7,36.3,44.6,31.1,,0.0,,16.7,33.3,12.0,49.94,Clear,02/13/2019,2.0
44,,30308, USA,2019-02-14,63.7,32.2,47.9,,,0.0,,11.3,,28.6,53.03,Partially cloudy,02/14/2019,2.0
45,,30308, USA,2019-02-15,59.5,49.3,54.9,47.1,,0.2,,9.5,,88.4,80.92,"Rain, Overcast",02/15/2019,2.0
46,,30308, USA,2019-02-16,60.4,47.5,55.2,46.1,,0.1,,12.6,,73.5,87.18,"Rain, Partially cloudy",02/16/2019,
47,,30308, USA,2019-02-17,50.1,45.4,47.9,41.9,,0.1,,9.6,,81.8,94.58,"Rain, Overcast",02/17/2019,
48,,30308, USA,2019-02-18,57.8,45.2,49.2,40.8,,0.1,,14.1,,58.3,68.87,"Rain, Partially cloudy",02/18/2019,2.0
49,,30308, USA,2019-02-19,46.8,37.2,41.8,28.6,,1.5,,14.9,33.3,99.3,80.43,"Rain, Overcast",02/19/2019,3.0
50,,30308, USA,2019-02-20,43.9,38.3,41.2,31.7,,0.6,,11.7,34.4,100.0,96.28,"Rain, Overcast",02/20/2019,2.0
51,,30308, USA,2019-02-21,61.2,42.4,51.0,37.9,,0.7,,7.1,,88.7,96.07,"Rain, Overcast",02/21/2019,3.0
52,,30308, USA,2019-02-22,58.6,50.7,54.1,,,0.0,,12.7,,87.6,96.56,Overcast,02/22/2019,2.0
53,,30308, USA,2019-02-23,50.3,46.8,48.7,42.5,,0.0,,11.9,,98.0,97.24,Overcast,02/23/2019,1.0
54,,30308, USA,2019-02-24,62.2,46.8,54.8,42.4,,0.3,,23.5,36.0,39.0,62.05,"Rain, Partially cloudy",02/24/2019,
55,,30308, USA,2019-02-25,61.2,38.5,49.3,32.6,,0.0,,11.2,,12.9,34.89,Clear,02/25/2019,1.0
56,,30308, USA,2019-02-26,64.8,41.1,54.2,41.8,,0.0,,7.4,,65.9,56.83,Partially cloudy,02/26/2019,3.0
57,,30308, USA,2019-02-27,66.0,53.4,59.1,,,0.0,,5.1,,79.4,82.52,Overcast,02/27/2019,4.0
58,,30308, USA,2019-02-28,63.0,53.8,58.1,,,0.4,,7.6,,82.3,94.27,"Rain, Overcast",02/28/2019,1.0
59,,30308, USA,2019-03-01,67.7,59.5,62.4,,,0.0,,12.1,,96.0,87.07,Overcast,03/01/2019,
60,,30308, USA,2019-03-02,65.1,50.5,57.9,,,0.0,,8.0,,80.7,76.81,Overcast,03/02/2019,2.0
61,,30308, USA,2019-03-03,60.6,43.5,54.9,37.2,,1.0,,16.8,29.8,91.8,85.61,"Rain, Overcast",03/03/2019,3.0
62,,30308, USA,2019-03-04,42.4,34.0,37.8,24.6,,0.0,,18.4,34.4,80.5,68.96,Overcast,03/04/2019,1.0
63,,30308, USA,2019-03-05,43.9,25.9,34.3,13.8,,0.0,,17.8,32.2,16.5,44.43,Clear,03/05/2019,
64,,30308, USA,2019-03-06,44.8,25.9,34.8,17.2,,0.0,,14.8,,3.0,39.24,Clear,03/06/2019,1.0
65,,30308, USA,2019-03-07,58.6,28.3,44.0,32.9,,0.0,,7.2,,40.9,39.18,Partially cloudy,03/07/2019,1.0
