Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30312, Atlanta, GA, United States",,1/1/2018,28,18.4,22.2,5.7,,0,,14.1,,69.3,51.63,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/2/2018,35,11.9,23.3,3.4,,0,,6.3,,9,50.06,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/3/2018,37.3,26.2,30.5,19.7,,0,,12.2,,41.9,36.3,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/4/2018,33.4,20.9,26.6,8.2,,0,,20.3,34.4,2.2,43.03,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/5/2018,36.3,16.3,25.3,3.5,,0,,14,,8.8,40.93,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/6/2018,38.3,20.6,28.5,13.2,,0,,13.8,,9.7,39.28,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/7/2018,37.9,20,28.8,12.1,,0,,9.4,,19,39.54,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/8/2018,40.6,30.7,35,23.6,,0.2,,8.4,,87.3,62.15,"Rain, Overcast","FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/9/2018,63.7,35.9,48.8,33.4,,0,,7.6,,66,87.77,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/10/2018,64.1,52,58,,,0,,10.2,,97.4,78.71,Overcast,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/11/2018,58.3,52,55.5,,,0.1,,12,,92,98.46,"Rain, Overcast","FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/12/2018,61.1,28.7,52.1,16.6,,0.6,,22.3,34.4,85.9,92.92,"Rain, Overcast","FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/13/2018,35,23.8,29.5,11.9,,0,,20.5,39.1,59.5,69.08,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/14/2018,39.9,17.2,27.7,9.5,,0,,12.5,,9.7,57.42,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/15/2018,46.9,25.6,34.2,19.5,,0,,6.7,,20.9,58.76,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/16/2018,48.8,27.1,36,17.1,,0,,12.4,,49.5,70.26,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/17/2018,25.9,13.7,19.9,-2.2,,0.1,2,21.3,33.7,32.8,67.38,"Snow, Partially cloudy","FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,1/18/2018,40,14.8,25.9,1.1,,0,1.6,12.1,,0,53.47,"Snow, Clear","FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
