,Location,Address,Country,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Date,30309_Accidents
0,,30309, USA,2019-01-01,64.5,55.4,60.5,,,0.2,,5.9,,58.6,92.33,"Rain, Partially cloudy",01/01/2019,2.0
1,,30309, USA,2019-01-02,56.7,47.7,51.6,46.7,,0.4,,7.1,,67.5,94.36,"Rain, Partially cloudy",01/02/2019,5.0
2,,30309, USA,2019-01-03,54.3,49.9,52.0,49.4,,0.4,,8.8,,99.4,97.9,"Rain, Overcast",01/03/2019,1.0
3,,30309, USA,2019-01-04,64.0,44.9,53.9,40.0,,1.0,,17.0,33.4,87.4,88.86,"Rain, Overcast",01/04/2019,3.0
4,,30309, USA,2019-01-05,57.0,43.3,48.2,35.7,,0.0,,17.1,31.1,41.8,66.75,Partially cloudy,01/05/2019,
5,,30309, USA,2019-01-06,68.0,40.3,51.9,37.9,,0.0,,8.3,,4.6,64.72,Clear,01/06/2019,
6,,30309, USA,2019-01-07,67.6,38.4,52.0,,,0.0,,9.7,,11.6,70.99,Clear,01/07/2019,6.0
7,,30309, USA,2019-01-08,64.5,47.7,55.4,48.2,,0.0,,9.9,,50.4,79.82,Partially cloudy,01/08/2019,1.0
8,,30309, USA,2019-01-09,55.9,38.9,46.3,29.7,,0.0,,19.5,34.4,0.0,39.89,Clear,01/09/2019,2.0
9,,30309, USA,2019-01-10,44.3,28.5,35.7,18.8,,0.0,,15.7,32.2,6.1,50.93,Clear,01/10/2019,3.0
10,,30309, USA,2019-01-11,52.6,26.4,39.5,33.1,,0.0,,7.2,,10.0,51.4,Clear,01/11/2019,1.0
11,,30309, USA,2019-01-12,42.5,36.3,40.1,29.6,,0.3,,10.7,,92.2,60.68,"Rain, Overcast",01/12/2019,1.0
12,,30309, USA,2019-01-13,45.0,34.9,39.4,28.7,,0.2,,8.4,,100.0,93.91,"Rain, Overcast",01/13/2019,
13,,30309, USA,2019-01-14,45.2,38.9,42.6,31.8,,0.0,,12.3,,100.0,80.84,Overcast,01/14/2019,5.0
14,,30309, USA,2019-01-15,44.1,32.6,37.4,27.2,,0.0,,13.0,,57.2,73.48,Partially cloudy,01/15/2019,2.0
15,,30309, USA,2019-01-16,51.8,29.4,37.9,22.0,,0.0,,9.0,,13.7,76.88,Clear,01/16/2019,3.0
16,,30309, USA,2019-01-17,47.4,30.5,39.4,41.3,,0.2,,4.7,,55.9,92.1,"Rain, Partially cloudy",01/17/2019,5.0
17,,30309, USA,2019-01-18,56.1,44.5,48.9,43.9,,0.0,,4.5,,70.5,94.21,Partially cloudy,01/18/2019,2.0
18,,30309, USA,2019-01-19,61.9,46.6,54.7,,,0.8,,15.8,,87.6,96.54,"Rain, Overcast",01/19/2019,2.0
19,,30309, USA,2019-01-20,52.3,27.9,35.1,17.3,,0.0,,21.0,37.8,62.4,67.71,Partially cloudy,01/20/2019,
20,,30309, USA,2019-01-21,42.4,20.4,30.0,10.9,,0.0,,15.3,,6.0,46.56,Clear,01/21/2019,1.0
21,,30309, USA,2019-01-22,43.4,29.4,36.8,21.9,,0.0,,10.3,,58.2,36.99,Partially cloudy,01/22/2019,4.0
22,,30309, USA,2019-01-23,66.4,41.3,51.6,35.4,,1.4,,15.8,31.1,96.9,71.28,"Rain, Overcast",01/23/2019,1.0
23,,30309, USA,2019-01-24,53.4,33.6,41.7,27.4,,0.4,,17.9,37.8,62.6,81.15,"Rain, Partially cloudy",01/24/2019,5.0
24,,30309, USA,2019-01-25,45.5,29.8,36.3,22.9,,0.0,,13.4,,5.2,60.38,Clear,01/25/2019,3.0
25,,30309, USA,2019-01-26,49.8,25.0,35.9,22.6,,0.0,,10.5,,3.2,64.05,Clear,01/26/2019,1.0
26,,30309, USA,2019-01-27,50.6,28.3,38.1,46.4,,0.0,,4.6,,16.1,77.5,Clear,01/27/2019,
27,,30309, USA,2019-01-28,57.0,27.7,42.7,43.4,,0.0,,13.4,,44.8,70.42,Partially cloudy,01/28/2019,4.0
28,,30309, USA,2019-01-29,50.0,27.3,40.0,17.8,,0.1,,16.2,29.8,61.1,64.31,"Rain, Partially cloudy",01/29/2019,1.0
29,,30309, USA,2019-01-30,42.3,21.1,30.9,15.3,,0.0,,14.6,29.8,8.9,49.59,Clear,01/30/2019,2.0
30,,30309, USA,2019-01-31,50.3,24.8,35.9,41.1,,0.0,,8.2,,15.6,54.82,Clear,01/31/2019,5.0
31,,30309, USA,2019-02-01,60.2,26.7,41.6,39.6,,0.0,,7.4,,7.4,60.05,Clear,02/01/2019,2.0
32,,30309, USA,2019-02-02,65.2,30.9,49.4,,,0.0,,6.9,,44.2,66.82,Partially cloudy,02/02/2019,1.0
33,,30309, USA,2019-02-03,62.7,44.6,54.5,,,0.0,,6.7,,72.0,74.33,Partially cloudy,02/03/2019,1.0
34,,30309, USA,2019-02-04,64.9,38.1,51.0,,,0.0,,6.0,,49.6,85.01,Partially cloudy,02/04/2019,
35,,30309, USA,2019-02-05,71.6,53.7,61.2,,,0.0,,5.7,,76.9,84.54,Overcast,02/05/2019,
36,,30309, USA,2019-02-06,69.6,54.8,62.7,,,0.1,,9.2,,86.0,93.15,"Rain, Overcast",02/06/2019,6.0
37,,30309, USA,2019-02-07,79.0,62.3,69.4,,,0.0,,16.2,31.1,48.9,73.22,Partially cloudy,02/07/2019,2.0
38,,30309, USA,2019-02-08,67.5,41.4,52.6,35.2,,0.0,,17.8,32.2,50.5,56.1,Partially cloudy,02/08/2019,3.0
39,,30309, USA,2019-02-09,54.0,37.0,44.4,31.4,,0.0,,11.9,,63.8,41.23,Partially cloudy,02/09/2019,
40,,30309, USA,2019-02-10,45.1,36.3,39.8,30.0,,0.1,,10.5,,80.5,65.17,"Rain, Overcast",02/10/2019,2.0
41,,30309, USA,2019-02-11,54.7,36.9,45.0,32.8,,0.1,,5.5,,94.7,97.52,"Rain, Overcast",02/11/2019,5.0
42,,30309, USA,2019-02-12,67.3,48.3,56.7,42.4,,1.0,,16.0,35.6,80.8,93.21,"Rain, Overcast",02/12/2019,2.0
43,,30309, USA,2019-02-13,54.5,35.8,44.1,30.5,,0.0,,15.7,32.2,4.9,50.12,Clear,02/13/2019,
44,,30309, USA,2019-02-14,63.4,30.3,47.2,,,0.0,,11.4,,17.4,55.57,Clear,02/14/2019,1.0
45,,30309, USA,2019-02-15,59.5,48.8,54.7,47.5,,0.2,,9.3,,87.5,81.17,"Rain, Overcast",02/15/2019,3.0
46,,30309, USA,2019-02-16,60.0,46.9,54.1,45.9,,0.1,,11.9,,72.9,89.58,"Rain, Partially cloudy",02/16/2019,
47,,30309, USA,2019-02-17,50.0,44.5,47.3,41.1,,0.2,,9.3,,83.0,95.22,"Rain, Overcast",02/17/2019,3.0
48,,30309, USA,2019-02-18,57.2,44.5,48.5,40.2,,0.1,,13.5,,56.5,70.3,"Rain, Partially cloudy",02/18/2019,1.0
49,,30309, USA,2019-02-19,46.0,37.0,41.0,28.9,,1.7,,13.4,,99.4,83.44,"Rain, Overcast",02/19/2019,1.0
50,,30309, USA,2019-02-20,43.3,38.0,40.7,31.4,,0.4,,11.8,,99.2,97.21,"Rain, Overcast",02/20/2019,2.0
51,,30309, USA,2019-02-21,60.1,42.0,50.3,38.0,,0.8,,7.2,,89.7,97.63,"Rain, Overcast",02/21/2019,2.0
52,,30309, USA,2019-02-22,56.7,50.3,53.1,,,0.1,,11.0,,85.2,98.5,"Rain, Overcast",02/22/2019,3.0
53,,30309, USA,2019-02-23,49.9,46.3,48.4,42.6,,0.0,,10.7,,100.0,98.39,Overcast,02/23/2019,
54,,30309, USA,2019-02-24,61.8,46.4,54.4,42.4,,0.3,,24.5,36.2,42.1,62.59,"Rain, Partially cloudy",02/24/2019,
55,,30309, USA,2019-02-25,60.4,38.2,48.7,32.4,,0.0,,10.6,,9.7,35.29,Clear,02/25/2019,1.0
56,,30309, USA,2019-02-26,65.0,39.0,53.5,41.4,,0.0,,7.5,,62.0,60.15,Partially cloudy,02/26/2019,1.0
57,,30309, USA,2019-02-27,66.0,52.4,58.8,,,0.0,,4.3,,77.6,83.07,Overcast,02/27/2019,1.0
58,,30309, USA,2019-02-28,62.4,52.6,57.6,,,0.4,,7.6,,75.6,95.98,"Rain, Overcast",02/28/2019,
59,,30309, USA,2019-03-01,67.5,58.7,61.9,,,0.0,,11.8,,97.2,88.66,Overcast,03/01/2019,
60,,30309, USA,2019-03-02,65.0,49.8,57.5,46.8,,0.0,,7.8,,79.9,76.41,Overcast,03/02/2019,1.0
61,,30309, USA,2019-03-03,59.8,42.9,54.2,36.6,,1.1,,17.2,29.8,90.1,86.32,"Rain, Overcast",03/03/2019,
62,,30309, USA,2019-03-04,41.7,33.5,37.3,24.3,,0.0,,18.1,31.1,80.3,69.3,Overcast,03/04/2019,
63,,30309, USA,2019-03-05,43.5,25.5,33.9,13.8,,0.0,,17.5,29.8,14.1,44.11,Clear,03/05/2019,2.0
64,,30309, USA,2019-03-06,44.4,25.5,34.4,16.2,,0.0,,14.2,,1.7,39.15,Clear,03/06/2019,2.0
65,,30309, USA,2019-03-07,58.2,27.8,43.5,34.3,,0.0,,6.7,,38.2,39.1,Partially cloudy,03/07/2019,1.0
66,,30309, USA,2019-03-08,66.3,48.3,55.2,46.0,,0.1,,9.3,,96.9,48.99,"Rain, Overcast",03/08/2019,1.0
67,,30309, USA,2019-03-09,68.3,47.3,56.1,44.4,,0.0,,10.1,,73.2,79.79,Partially cloudy,03/09/2019,1.0
68,,30309, USA,2019-03-10,68.0,53.4,60.9,,,0.0,,8.9,,84.8,74.31,Overcast,03/10/2019,
69,,30309, USA,2019-03-11,64.6,50.8,55.8,,,0.0,,8.6,,59.7,75.64,Partially cloudy,03/11/2019,1.0
70,,30309, USA,2019-03-12,71.3,42.3,56.7,46.5,,0.0,,7.8,,10.7,61.96,Clear,03/12/2019,
71,,30309, USA,2019-03-13,67.9,50.8,59.4,,,0.0,,14.4,,2.0,51.01,Clear,03/13/2019,1.0
72,,30309, USA,2019-03-14,74.0,57.0,64.7,,,0.0,,17.3,29.8,79.3,73.86,Overcast,03/14/2019,4.0
73,,30309, USA,2019-03-15,70.0,52.5,61.3,,,0.7,,13.4,,73.7,77.64,"Rain, Partially cloudy",03/15/2019,4.0
74,,30309, USA,2019-03-16,51.6,41.5,46.7,36.2,,0.0,,18.6,,12.0,47.58,Clear,03/16/2019,1.0
75,,30309, USA,2019-03-17,62.6,39.4,49.8,37.7,,0.0,,11.9,,10.0,39.91,Clear,03/17/2019,
76,,30309, USA,2019-03-18,58.7,39.5,48.5,38.2,,0.0,,16.6,,9.1,40.75,Clear,03/18/2019,
77,,30309, USA,2019-03-19,57.7,34.9,46.0,33.4,,0.0,,12.6,,6.7,40.27,Clear,03/19/2019,
78,,30309, USA,2019-03-20,61.6,31.9,46.8,44.0,,0.0,,7.7,,0.0,52.12,Clear,03/20/2019,3.0
79,,30309, USA,2019-03-21,58.6,39.9,50.7,44.0,,0.0,,19.3,35.6,46.3,57.14,Partially cloudy,03/21/2019,3.0
80,,30309, USA,2019-03-22,64.6,39.4,51.8,34.3,,0.0,,18.9,36.7,0.5,46.68,Clear,03/22/2019,1.0
81,,30309, USA,2019-03-23,70.8,38.9,55.5,35.8,,0.0,,10.1,,7.6,39.31,Clear,03/23/2019,
82,,30309, USA,2019-03-24,73.3,37.9,56.4,,,0.0,,12.1,,13.5,51.06,Clear,03/24/2019,
83,,30309, USA,2019-03-25,66.1,50.2,57.8,,,0.4,,7.7,,65.1,74.74,"Rain, Partially cloudy",03/25/2019,3.0
84,,30309, USA,2019-03-26,61.4,48.8,54.7,44.4,,0.4,,11.4,,77.5,79.25,"Rain, Overcast",03/26/2019,4.0
85,,30309, USA,2019-03-27,61.4,45.9,52.9,42.1,,0.0,,11.0,,30.8,57.99,Partially cloudy,03/27/2019,
86,,30309, USA,2019-03-28,67.6,36.5,51.5,47.8,,0.0,,6.8,,5.9,52.0,Clear,03/28/2019,4.0
87,,30309, USA,2019-03-29,71.2,42.4,57.2,,,0.0,,9.2,,11.0,58.64,Clear,03/29/2019,
88,,30309, USA,2019-03-30,75.4,52.3,63.5,,,0.0,,13.9,,31.4,59.52,Partially cloudy,03/30/2019,
89,,30309, USA,2019-03-31,68.9,42.5,51.7,35.4,,0.1,,17.3,34.4,59.0,62.54,"Rain, Partially cloudy",03/31/2019,
90,,30309, USA,2019-04-01,60.5,32.7,47.7,32.3,,0.0,,10.1,,5.2,41.21,Clear,04/01/2019,3.0
91,,30309, USA,2019-04-02,61.0,45.4,52.0,41.2,,0.0,,11.2,,50.1,41.09,Partially cloudy,04/02/2019,2.0
92,,30309, USA,2019-04-03,71.6,36.3,54.6,,,0.0,,5.1,,10.2,53.97,Clear,04/03/2019,
93,,30309, USA,2019-04-04,68.7,43.1,58.2,,,0.1,,12.0,,26.9,57.7,"Rain, Partially cloudy",04/04/2019,
94,,30309, USA,2019-04-05,74.4,54.3,62.6,,,0.2,,9.5,,81.1,83.47,"Rain, Overcast",04/05/2019,4.0
95,,30309, USA,2019-04-06,72.9,57.7,63.9,,,0.0,,8.5,,79.8,82.03,Overcast,04/06/2019,
96,,30309, USA,2019-04-07,79.0,59.8,68.7,,,0.9,,11.3,,45.7,80.74,"Rain, Partially cloudy",04/07/2019,1.0
97,,30309, USA,2019-04-08,74.0,62.7,67.8,,,0.1,,12.1,,60.7,88.89,"Rain, Partially cloudy",04/08/2019,1.0
98,,30309, USA,2019-04-09,73.5,60.1,66.0,,,0.9,,8.2,,66.5,89.37,"Rain, Partially cloudy",04/09/2019,3.0
99,,30309, USA,2019-04-10,81.5,54.0,67.2,,80.5,0.0,,5.8,,4.4,69.34,Clear,04/10/2019,6.0
100,,30309, USA,2019-04-11,80.9,57.4,69.7,,79.8,0.0,,14.7,,23.1,64.79,Clear,04/11/2019,1.0
101,,30309, USA,2019-04-12,77.1,64.4,70.7,,,0.1,,12.1,,63.2,74.37,"Rain, Partially cloudy",04/12/2019,
102,,30309, USA,2019-04-13,80.6,59.5,69.5,,80.7,0.0,,11.4,,32.5,73.16,Partially cloudy,04/13/2019,
103,,30309, USA,2019-04-14,77.4,56.7,69.7,,,1.3,,22.3,36.0,77.0,79.9,"Rain, Overcast",04/14/2019,
104,,30309, USA,2019-04-15,65.2,44.3,54.3,38.8,,0.0,,18.7,35.6,28.3,54.57,Partially cloudy,04/15/2019,3.0
105,,30309, USA,2019-04-16,75.0,41.8,58.4,,,0.0,,7.4,,4.6,58.7,Clear,04/16/2019,1.0
106,,30309, USA,2019-04-17,79.8,47.8,64.4,,,0.0,,8.8,,11.6,62.62,Clear,04/17/2019,1.0
107,,30309, USA,2019-04-18,78.4,60.4,69.7,,,0.0,,15.8,,44.0,65.68,Partially cloudy,04/18/2019,1.0
108,,30309, USA,2019-04-19,71.1,46.8,61.1,41.1,,4.1,,16.5,36.7,94.9,88.13,"Rain, Overcast",04/19/2019,3.0
