Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30342, USA",,7/1/2018,85.8,72.1,78.2,,91.3,0.2,,9.2,,55.2,79.85,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/2/2018,86.5,72.2,78.4,,91.9,0.1,,9.2,,62.8,81.76,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/3/2018,90.2,72.1,81.9,,95.1,0,,7.6,,20.5,70.62,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/4/2018,88.4,72.1,79.6,,93.8,0.3,,9.2,,40.7,77.85,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/5/2018,87.1,73.4,80,,92.5,0,,7.8,,44,76.07,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/6/2018,88.9,72.3,77.8,,94.4,1.2,,10.5,39.1,44.6,81.83,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/7/2018,83.6,70.9,75.9,,87.9,0.1,,8.3,,54.8,82.63,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/8/2018,83.2,69.2,75.6,,84.9,0,,10.5,,51.9,70.77,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/9/2018,88.1,65.6,77.1,,88.9,0,,8.1,,9.9,63.98,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/10/2018,90.9,68.6,80.3,,93.2,0,,9.7,,18.5,67.8,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/11/2018,92.8,71.4,82.5,,98.1,0,,8.6,,29.6,67.94,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/12/2018,92.7,73.7,83,,98.6,0,,8.7,,17.9,70.03,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/13/2018,89.2,74.9,79.9,,96.9,0,,12.1,,53.8,80.63,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/14/2018,87,74.2,78.1,,94.6,0.2,,9,,80.9,84.86,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/15/2018,89.8,73.3,80.1,,96.2,0.1,,6.4,,57.8,77.58,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/16/2018,86.7,73.3,77.6,,96,2.2,,12.6,31.1,56.5,88.17,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/17/2018,90.1,72.1,80.1,,95.5,0,,8.9,,47.3,78.13,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/18/2018,91.2,73.3,82,,95.7,0,,7.9,,20.3,70.56,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/19/2018,87.8,73.6,79,,93.9,0,,10.7,,42.9,77.98,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/20/2018,86.2,73.4,78.2,,89.8,0,,8.1,,71.3,76.24,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/21/2018,87.8,66.4,77.2,,94.4,1,,10.3,39,46.7,79.53,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/22/2018,86.1,69.9,76.8,,87.5,0.1,,13.6,,30.1,72.71,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/23/2018,83.9,68,74.3,,86.2,0.7,,8.1,,71.4,80.72,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
,"30342, USA",,7/24/2018,83.8,70.8,75.3,,87.6,0.2,,5,,66.4,83.82,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,4.0mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,8.7mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,11.0mi)"
