,Location,Address,Country,Date,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Severity_1,Severity_2,Severity_3,Severity_4,Residential_ct,Interstate_ct,Accident_ct,Zipcode
0,,30331, USA,01/01/2019,65.2,56.4,61.6,,,0.2,,5.3,,71.6,92.18,"Rain, Partially cloudy",0,0,0,0,0,0,0,30331
1,,30331, USA,01/02/2019,57.1,49.1,52.3,46.4,,0.4,,7.3,,73.4,94.07,"Rain, Partially cloudy",0,0,2,0,0,2,2,30331
2,,30331, USA,01/03/2019,54.7,50.8,52.6,,,0.3,,11.1,,99.6,97.28,"Rain, Overcast",0,0,2,0,0,2,2,30331
3,,30331, USA,01/04/2019,64.8,45.7,54.8,40.7,,1.2,,15.4,32.8,85.9,87.59,"Rain, Overcast",0,0,1,0,0,1,1,30331
4,,30331, USA,01/05/2019,58.1,43.9,49.2,36.9,,0.0,,17.0,33.3,38.4,65.23,Partially cloudy,0,0,3,0,0,3,3,30331
5,,30331, USA,01/06/2019,68.3,40.5,52.7,40.8,,0.0,,6.9,,7.0,64.59,Clear,0,0,0,0,0,0,0,30331
6,,30331, USA,01/07/2019,68.8,40.2,52.9,43.3,,0.0,,9.7,,21.9,70.02,Clear,0,0,0,1,0,1,1,30331
7,,30331, USA,01/08/2019,64.8,48.9,56.3,,,0.0,,10.5,,57.7,79.06,Partially cloudy,0,1,1,0,0,2,2,30331
8,,30331, USA,01/09/2019,56.6,39.8,47.0,31.4,,0.0,,19.7,34.4,2.1,40.97,Clear,0,0,3,0,0,3,3,30331
9,,30331, USA,01/10/2019,44.8,29.2,36.4,19.9,,0.0,,15.5,34.4,12.8,50.47,Clear,0,0,0,0,0,0,0,30331
10,,30331, USA,01/11/2019,53.2,27.8,40.7,23.4,,0.0,,7.9,,14.5,50.06,Clear,0,0,2,0,0,2,2,30331
11,,30331, USA,01/12/2019,43.7,37.9,41.5,29.9,,0.3,,13.7,,93.1,60.26,"Rain, Overcast",0,0,0,1,0,1,1,30331
12,,30331, USA,01/13/2019,46.4,35.6,40.5,28.3,,0.2,,10.8,,99.8,92.94,"Rain, Overcast",0,0,0,0,0,0,0,30331
13,,30331, USA,01/14/2019,45.1,39.8,43.3,32.5,,0.0,,12.5,,99.7,80.84,Overcast,0,0,0,0,0,0,0,30331
14,,30331, USA,01/15/2019,44.2,33.1,37.9,26.9,,0.0,,11.3,,60.0,73.63,Partially cloudy,0,0,1,0,0,1,1,30331
15,,30331, USA,01/16/2019,52.8,29.9,38.5,23.2,,0.0,,8.8,,26.4,76.63,Partially cloudy,0,0,3,0,0,3,3,30331
16,,30331, USA,01/17/2019,46.8,31.8,40.2,31.3,,0.1,,5.6,,63.4,91.66,"Rain, Partially cloudy",0,1,1,0,0,2,2,30331
17,,30331, USA,01/18/2019,56.9,46.2,49.9,44.7,,0.0,,4.8,,81.3,92.9,Overcast,0,2,2,0,0,4,4,30331
18,,30331, USA,01/19/2019,62.8,47.5,55.7,47.0,,0.9,,16.9,,89.3,95.51,"Rain, Overcast",0,0,1,0,0,1,1,30331
19,,30331, USA,01/20/2019,52.9,29.1,35.8,19.3,,0.0,,21.2,37.8,63.1,68.52,Partially cloudy,0,0,0,0,0,0,0,30331
20,,30331, USA,01/21/2019,43.0,21.1,30.6,11.1,,0.0,,14.4,,10.1,47.34,Clear,0,0,0,0,0,0,0,30331
21,,30331, USA,01/22/2019,44.7,30.5,38.0,22.3,,0.0,,12.4,,63.3,37.39,Partially cloudy,0,0,1,0,0,1,1,30331
22,,30331, USA,01/23/2019,67.7,42.7,53.4,36.1,,1.5,,17.5,35.6,97.5,71.77,"Rain, Overcast",0,1,1,0,1,1,2,30331
23,,30331, USA,01/24/2019,54.7,34.2,42.5,27.8,,0.3,,16.9,40.3,63.9,80.5,"Rain, Partially cloudy",0,0,1,0,0,1,1,30331
24,,30331, USA,01/25/2019,46.9,30.5,37.3,24.9,,0.0,,14.1,,13.5,59.92,Clear,0,0,3,0,0,3,3,30331
25,,30331, USA,01/26/2019,51.7,26.4,37.0,25.3,,0.0,,10.9,,6.7,64.42,Clear,0,0,0,0,0,0,0,30331
26,,30331, USA,01/27/2019,50.9,30.3,39.4,,,0.0,,2.6,,27.3,77.0,Partially cloudy,0,0,0,0,0,0,0,30331
27,,30331, USA,01/28/2019,57.6,29.7,43.7,43.6,,0.0,,12.9,,43.7,69.9,Partially cloudy,0,2,0,0,0,2,2,30331
28,,30331, USA,01/29/2019,51.0,28.2,40.6,19.7,,0.1,,16.4,29.8,65.5,65.46,"Rain, Partially cloudy",0,0,1,0,0,1,1,30331
29,,30331, USA,01/30/2019,42.9,22.3,31.9,17.1,,0.0,,15.7,30.1,17.1,49.53,Clear,0,0,1,0,0,1,1,30331
30,,30331, USA,01/31/2019,51.2,25.8,37.2,44.5,,0.0,,7.5,,20.0,54.62,Clear,0,0,2,1,0,3,3,30331
31,,30331, USA,02/01/2019,61.3,29.7,43.4,45.9,,0.0,,8.1,,16.5,58.54,Clear,0,0,2,0,0,2,2,30331
32,,30331, USA,02/02/2019,64.9,33.6,50.3,32.3,,0.0,,8.0,,50.6,68.11,Partially cloudy,0,0,0,0,0,0,0,30331
33,,30331, USA,02/03/2019,63.2,46.1,55.3,,,0.0,,7.6,,74.1,74.75,Partially cloudy,0,0,2,1,0,3,3,30331
