Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30312, Atlanta, GA, United States",,4/1/2018,76.4,42.9,60.2,,,0,,10.5,,18,53.64,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/2/2018,80,53.9,66.8,,,0,,11.4,,20.5,45.44,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/3/2018,78.8,54.4,66.8,,,0,,13.4,,52.2,66.66,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/4/2018,71.3,49.3,58.8,44.5,,0.2,,19.5,36.2,43.7,58.9,"Rain, Partially cloudy","FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/5/2018,66,37.2,51.9,34.3,,0,,10.3,31.1,12.3,43.17,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/6/2018,73,45.7,58.7,,,0,,12.2,,69.9,52,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/7/2018,59.7,41,53.4,33.7,,0.1,,15.3,,99.2,85.04,"Rain, Overcast","FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/8/2018,53.8,37.4,45,30.4,,0,,16,31.1,83.2,73.79,Overcast,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/9/2018,58.1,46.3,51.2,43.7,,0,,6.6,,86.9,82.82,Overcast,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/10/2018,69.1,48.9,57,49.5,,0,,11.8,,42.8,66.12,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/11/2018,69.8,43.3,56.6,40.7,,0,,12.4,20.8,15.6,47.75,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/12/2018,76.7,45.7,61.6,,,0,,11.1,,17.5,50.11,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/13/2018,79.1,49.6,65.9,,,0,,14.8,29.8,33.5,57.63,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
,"30312, Atlanta, GA, United States",,4/14/2018,80,62,71.6,,,0,,14.8,,74.3,65.17,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,8.7mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.0mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,9.8mi)"
