Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30324, USA",,10/1/2018,83.1,69.2,74.7,,84.1,0,,7.3,,38.3,74.59,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/2/2018,84.4,64.3,73.4,,84.8,0,,5.2,,15.5,71.97,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/3/2018,86.4,64.2,74.4,,87.1,0,,5.5,,16.7,73.75,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/4/2018,88.1,65.9,76.2,,89.5,0,,7.8,,8.4,72.59,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/5/2018,90.6,66.1,77.8,,91.9,0,,5.9,,24.5,71.99,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/6/2018,89.2,67.7,77.5,,90.8,0,,6.1,,15.9,74.27,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/7/2018,86.9,69.5,77.4,,87.8,0,,7.4,,39.8,69.29,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/8/2018,83,71,76.4,,85.9,0,,11.4,,53.8,74.59,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/9/2018,79.4,70.2,73.7,,,0.1,,12.2,,89.6,83,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,10/10/2018,81.4,71.1,74.6,,85.2,1.9,,12.7,,94.8,90.94,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
