Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30340, USA",,7/1/2018,86,71.9,78.2,,92,0.2,,9.2,,54.4,79.6,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/2/2018,86.2,72,78.2,,91.7,0.1,,8.4,,60.4,82.32,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/3/2018,90,71.9,81.8,,95.1,0,,7.1,,14.1,70.91,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/4/2018,88.2,71.9,79.4,,93.4,0.3,,9.2,,37.5,78.29,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/5/2018,87.2,73.2,80,,92.8,0,,8,,41.1,75.65,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/6/2018,89,72,77.7,,94.4,1.1,,9.6,39.1,42.4,82.52,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/7/2018,83.2,71,75.8,,87.4,0.1,,8.7,,53.1,82.62,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/8/2018,83.1,69.2,75.5,,84.9,0,,9.5,,48.5,70.6,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/9/2018,88.1,65.2,77.1,,89,0,,8.9,,8.4,63.68,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/10/2018,91.1,68.2,80.2,,93.3,0,,10.1,,16.2,67.77,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/11/2018,92.9,71.1,82.5,,98.3,0,,9.8,,28.3,67.92,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/12/2018,92.9,73.3,82.8,,99,0,,9,,12.4,70.41,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/13/2018,89.7,74.9,79.7,,96.9,0,,12.5,,51.1,80.7,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/14/2018,87.1,74.1,78.1,,94.7,0.1,,9.9,,81.1,84.85,"Rain, Overcast","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/15/2018,89.8,73.2,80.1,,96.2,0,,6,,55.8,77.22,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/16/2018,87,73.2,77.4,,96.4,2.5,,14.3,31.1,54.2,88.49,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/17/2018,89.9,71.9,80,,95.4,0,,9.1,,41.7,77.88,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/18/2018,91.2,73.2,82,,95.4,0,,8,,13.1,70.3,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/19/2018,87.4,73.9,79,,93.7,0,,11.2,,41.3,78.27,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/20/2018,86.1,73.2,78,,89.6,0,,7.3,,70,76.59,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/21/2018,88,66.1,77.1,,94.7,1,,11.1,39.9,45.1,79.72,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/22/2018,86.1,70,76.9,,87.5,0.1,,13.8,,28.5,72.33,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/23/2018,83.9,68.1,74.1,,86.1,0.8,,8.9,,71.5,81.03,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/24/2018,83.9,70.9,75.1,,87.7,0.1,,5.6,,66.6,84.23,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
,"30340, USA",,7/25/2018,88.1,70.1,78.3,,91.8,0,,14.6,,21.9,73.78,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,3.2mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,15.0mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,18.0mi)"
