Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions
,"30340, USA",,1/1/2018,27,17.1,21.9,5.6,,0,,14.7,,66.1,51.18,Partially cloudy
,"30340, USA",,1/2/2018,34.9,11.1,22.4,4,,0,,5.9,,1.5,48.52,Clear
,"30340, USA",,1/3/2018,36,25.1,29.7,18.8,,0,,13.6,,32.5,34.05,Partially cloudy
,"30340, USA",,1/4/2018,32.1,20.1,25.6,6.5,,0,,21.6,34.4,0,43.6,Clear
,"30340, USA",,1/5/2018,34.2,16.1,24.1,2.4,,0,,14.6,,0.6,41.24,Clear
,"30340, USA",,1/6/2018,37.2,20.1,27.4,11.4,,0,,14.8,,0.8,37.62,Clear
,"30340, USA",,1/7/2018,36.1,17.9,27.5,13.3,,0,,10.4,,2.6,38.17,Clear
,"30340, USA",,1/8/2018,38.2,29.2,33.7,23.8,,0.1,,5.9,,84.6,59.54,"Rain, Overcast"
,"30340, USA",,1/9/2018,62.9,35.9,48.6,37.7,,0,,6.9,,66.4,85.32,Partially cloudy
,"30340, USA",,1/10/2018,64.1,52.3,57.3,,,0,,11.3,,99.4,73.59,Overcast
,"30340, USA",,1/11/2018,57,50.2,53.9,,,0.2,,10.4,,91.8,96.89,"Rain, Overcast"
,"30340, USA",,1/12/2018,60.2,28.1,51.5,16.1,,0.5,,22.6,33.3,83.7,91.05,"Rain, Overcast"
,"30340, USA",,1/13/2018,34.1,23.1,28.8,10.8,,0,,23.5,33.3,56.1,67.44,Partially cloudy
,"30340, USA",,1/14/2018,38.9,17,27,9.2,,0,,10.3,,1.3,57.38,Clear
,"30340, USA",,1/15/2018,45,25.1,33.1,21.5,,0,,6.7,,18.3,57,Clear
,"30340, USA",,1/16/2018,48.8,25.1,35.1,17.1,,0,,16.6,,40.4,68.08,Partially cloudy
,"30340, USA",,1/17/2018,25.1,12.9,19,-2.8,,0,,21.7,33.3,28.9,66.43,Partially cloudy
,"30340, USA",,1/18/2018,39,14.1,25.4,0.1,,0,,12.4,,0,52.53,Clear
,"30340, USA",,1/19/2018,51.3,25,35.4,17.3,,0,,9.9,,0.5,39.04,Clear
,"30340, USA",,1/20/2018,59.3,26.1,41.2,30.6,,0,,14.6,,16.3,58.38,Clear
,"30340, USA",,1/21/2018,66.9,32.2,48.6,,,0,,7.9,,0,70.25,Clear
,"30340, USA",,1/22/2018,60.2,41.1,52,43.5,,0.4,,13.4,,62.3,87.04,"Rain, Partially cloudy"
,"30340, USA",,1/23/2018,61.1,41.1,50.9,35,,0,,19.2,32.2,27.7,57.17,Partially cloudy
,"30340, USA",,1/24/2018,51.3,34.2,41.6,26.4,,0,,15.9,,1.1,52.66,Clear
,"30340, USA",,1/25/2018,56.9,29.1,41.9,26.8,,0,,6.9,,0.6,48.96,Clear
,"30340, USA",,1/26/2018,56.9,29.2,43.1,33,,0,,13.1,,13.7,48.29,Clear
,"30340, USA",,1/27/2018,56.9,47.1,50.8,44.4,,0.2,,6.7,,96.9,70.6,"Rain, Overcast"
