Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30324, USA",,7/1/2018,85.7,72.1,78.3,,91.3,0.2,,8.9,,54.4,80.27,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/2/2018,86.6,72.4,78.5,,92.2,0.1,,9.6,,62.2,81.78,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/3/2018,90.4,72.2,82,,95,0,,7.6,,19.6,70.76,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/4/2018,88.7,72,79.7,,94.2,0.3,,9.2,,41.1,78.02,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/5/2018,87,73.3,80,,92.6,0,,7.7,,43.7,76.52,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/6/2018,89,72.4,77.7,,94.8,1.2,,12,39.1,41.1,82.64,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/7/2018,83.7,70.9,76,,88,0.2,,8.5,,53.7,83.13,"Rain, Partially cloudy","DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/8/2018,83.2,69.3,75.8,,84.9,0,,10.5,,53,71.01,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/9/2018,88.1,65.6,77.1,,89.1,0,,8,,9.3,64.67,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/10/2018,90.9,68.7,80.3,,93.3,0,,9.6,,17.7,68.23,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/11/2018,92.9,71.6,82.5,,98.3,0,,8.3,,28.2,68.54,Partially cloudy,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
,"30324, USA",,7/12/2018,92.6,73.7,83,,98.6,0,,8.7,,16,70.52,Clear,"DEKALB-PEACHTREE AIRPORT (Id=72219653863,5.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,9.8mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,11.0mi)"
