,Location,Address,Country,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Date,30331_Accidents
0,,30331, USA,2019-01-01,65.2,56.4,61.6,,,0.2,,5.3,,71.6,92.18,"Rain, Partially cloudy",01/01/2019,
1,,30331, USA,2019-01-02,57.1,49.1,52.3,46.4,,0.4,,7.3,,73.4,94.07,"Rain, Partially cloudy",01/02/2019,2.0
2,,30331, USA,2019-01-03,54.7,50.8,52.6,,,0.3,,11.1,,99.6,97.28,"Rain, Overcast",01/03/2019,2.0
3,,30331, USA,2019-01-04,64.8,45.7,54.8,40.7,,1.2,,15.4,32.8,85.9,87.59,"Rain, Overcast",01/04/2019,1.0
4,,30331, USA,2019-01-05,58.1,43.9,49.2,36.9,,0.0,,17.0,33.3,38.4,65.23,Partially cloudy,01/05/2019,3.0
5,,30331, USA,2019-01-06,68.3,40.5,52.7,40.8,,0.0,,6.9,,7.0,64.59,Clear,01/06/2019,
6,,30331, USA,2019-01-07,68.8,40.2,52.9,43.3,,0.0,,9.7,,21.9,70.02,Clear,01/07/2019,1.0
7,,30331, USA,2019-01-08,64.8,48.9,56.3,,,0.0,,10.5,,57.7,79.06,Partially cloudy,01/08/2019,2.0
8,,30331, USA,2019-01-09,56.6,39.8,47.0,31.4,,0.0,,19.7,34.4,2.1,40.97,Clear,01/09/2019,3.0
9,,30331, USA,2019-01-10,44.8,29.2,36.4,19.9,,0.0,,15.5,34.4,12.8,50.47,Clear,01/10/2019,
10,,30331, USA,2019-01-11,53.2,27.8,40.7,23.4,,0.0,,7.9,,14.5,50.06,Clear,01/11/2019,2.0
11,,30331, USA,2019-01-12,43.7,37.9,41.5,29.9,,0.3,,13.7,,93.1,60.26,"Rain, Overcast",01/12/2019,1.0
12,,30331, USA,2019-01-13,46.4,35.6,40.5,28.3,,0.2,,10.8,,99.8,92.94,"Rain, Overcast",01/13/2019,
13,,30331, USA,2019-01-14,45.1,39.8,43.3,32.5,,0.0,,12.5,,99.7,80.84,Overcast,01/14/2019,
14,,30331, USA,2019-01-15,44.2,33.1,37.9,26.9,,0.0,,11.3,,60.0,73.63,Partially cloudy,01/15/2019,1.0
15,,30331, USA,2019-01-16,52.8,29.9,38.5,23.2,,0.0,,8.8,,26.4,76.63,Partially cloudy,01/16/2019,3.0
16,,30331, USA,2019-01-17,46.8,31.8,40.2,31.3,,0.1,,5.6,,63.4,91.66,"Rain, Partially cloudy",01/17/2019,2.0
17,,30331, USA,2019-01-18,56.9,46.2,49.9,44.7,,0.0,,4.8,,81.3,92.9,Overcast,01/18/2019,4.0
18,,30331, USA,2019-01-19,62.8,47.5,55.7,47.0,,0.9,,16.9,,89.3,95.51,"Rain, Overcast",01/19/2019,1.0
19,,30331, USA,2019-01-20,52.9,29.1,35.8,19.3,,0.0,,21.2,37.8,63.1,68.52,Partially cloudy,01/20/2019,
20,,30331, USA,2019-01-21,43.0,21.1,30.6,11.1,,0.0,,14.4,,10.1,47.34,Clear,01/21/2019,
21,,30331, USA,2019-01-22,44.7,30.5,38.0,22.3,,0.0,,12.4,,63.3,37.39,Partially cloudy,01/22/2019,1.0
22,,30331, USA,2019-01-23,67.7,42.7,53.4,36.1,,1.5,,17.5,35.6,97.5,71.77,"Rain, Overcast",01/23/2019,2.0
23,,30331, USA,2019-01-24,54.7,34.2,42.5,27.8,,0.3,,16.9,40.3,63.9,80.5,"Rain, Partially cloudy",01/24/2019,1.0
24,,30331, USA,2019-01-25,46.9,30.5,37.3,24.9,,0.0,,14.1,,13.5,59.92,Clear,01/25/2019,3.0
25,,30331, USA,2019-01-26,51.7,26.4,37.0,25.3,,0.0,,10.9,,6.7,64.42,Clear,01/26/2019,
26,,30331, USA,2019-01-27,50.9,30.3,39.4,,,0.0,,2.6,,27.3,77.0,Partially cloudy,01/27/2019,
27,,30331, USA,2019-01-28,57.6,29.7,43.7,43.6,,0.0,,12.9,,43.7,69.9,Partially cloudy,01/28/2019,2.0
28,,30331, USA,2019-01-29,51.0,28.2,40.6,19.7,,0.1,,16.4,29.8,65.5,65.46,"Rain, Partially cloudy",01/29/2019,1.0
29,,30331, USA,2019-01-30,42.9,22.3,31.9,17.1,,0.0,,15.7,30.1,17.1,49.53,Clear,01/30/2019,1.0
30,,30331, USA,2019-01-31,51.2,25.8,37.2,44.5,,0.0,,7.5,,20.0,54.62,Clear,01/31/2019,3.0
31,,30331, USA,2019-02-01,61.3,29.7,43.4,45.9,,0.0,,8.1,,16.5,58.54,Clear,02/01/2019,2.0
32,,30331, USA,2019-02-02,64.9,33.6,50.3,32.3,,0.0,,8.0,,50.6,68.11,Partially cloudy,02/02/2019,
33,,30331, USA,2019-02-03,63.2,46.1,55.3,,,0.0,,7.6,,74.1,74.75,Partially cloudy,02/03/2019,3.0
34,,30331, USA,2019-02-04,65.6,39.5,52.2,44.4,,0.0,,6.2,,55.9,84.87,Partially cloudy,02/04/2019,4.0
35,,30331, USA,2019-02-05,72.5,53.8,61.9,,,0.0,,5.5,,77.2,84.82,Overcast,02/05/2019,3.0
36,,30331, USA,2019-02-06,70.8,56.3,63.3,,,0.1,,8.9,,80.2,91.87,"Rain, Overcast",02/06/2019,4.0
37,,30331, USA,2019-02-07,79.8,62.7,69.9,,,0.0,,15.7,31.1,48.9,73.48,Partially cloudy,02/07/2019,2.0
38,,30331, USA,2019-02-08,68.5,42.3,53.1,36.5,,0.0,,17.6,32.2,55.2,57.37,Partially cloudy,02/08/2019,3.0
39,,30331, USA,2019-02-09,54.8,37.3,44.7,31.1,,0.0,,13.9,31.1,65.9,42.2,Partially cloudy,02/09/2019,
40,,30331, USA,2019-02-10,45.6,37.9,40.7,30.6,,0.1,,15.1,,82.1,65.72,"Rain, Overcast",02/10/2019,2.0
41,,30331, USA,2019-02-11,55.7,37.7,45.8,33.1,,0.1,,6.0,,96.0,96.66,"Rain, Overcast",02/11/2019,2.0
42,,30331, USA,2019-02-12,69.4,49.1,57.9,42.9,,0.9,,17.5,32.2,81.4,91.97,"Rain, Overcast",02/12/2019,7.0
43,,30331, USA,2019-02-13,55.1,37.0,45.0,31.8,,0.0,,14.7,33.3,13.3,50.74,Clear,02/13/2019,2.0
44,,30331, USA,2019-02-14,64.8,32.4,48.3,,,0.0,,12.1,,31.2,53.81,Partially cloudy,02/14/2019,3.0
45,,30331, USA,2019-02-15,59.9,48.6,55.2,47.9,,0.2,,8.2,,82.1,81.7,"Rain, Overcast",02/15/2019,8.0
46,,30331, USA,2019-02-16,61.0,48.0,55.6,46.8,,0.1,,11.1,,82.4,88.16,"Rain, Overcast",02/16/2019,2.0
47,,30331, USA,2019-02-17,50.8,46.4,48.7,43.3,,0.1,,9.1,,85.5,95.38,"Rain, Overcast",02/17/2019,2.0
48,,30331, USA,2019-02-18,58.0,46.2,49.7,41.4,,0.1,,13.9,,62.4,69.43,"Rain, Partially cloudy",02/18/2019,1.0
49,,30331, USA,2019-02-19,47.6,38.0,42.3,28.9,,1.5,,20.8,33.3,99.2,80.97,"Rain, Overcast",02/19/2019,3.0
50,,30331, USA,2019-02-20,44.7,38.9,42.3,32.1,,0.6,,13.4,34.4,99.7,96.39,"Rain, Overcast",02/20/2019,1.0
51,,30331, USA,2019-02-21,61.3,43.0,51.3,38.2,,0.7,,8.2,,93.8,96.8,"Rain, Overcast",02/21/2019,3.0
52,,30331, USA,2019-02-22,60.5,51.7,54.1,,,0.0,,14.4,,95.4,96.96,Overcast,02/22/2019,2.0
53,,30331, USA,2019-02-23,51.4,47.8,49.6,43.6,,0.0,,12.9,,98.0,97.52,Overcast,02/23/2019,
54,,30331, USA,2019-02-24,62.8,47.3,55.5,43.1,,0.3,,25.0,35.6,40.6,62.23,"Rain, Partially cloudy",02/24/2019,1.0
55,,30331, USA,2019-02-25,61.4,38.5,49.6,32.8,,0.0,,12.3,,16.0,35.28,Clear,02/25/2019,2.0
56,,30331, USA,2019-02-26,65.5,41.7,54.5,41.7,,0.0,,7.6,,70.0,59.3,Partially cloudy,02/26/2019,1.0
57,,30331, USA,2019-02-27,66.6,54.8,59.3,,,0.0,,4.9,,78.9,83.34,Overcast,02/27/2019,2.0
58,,30331, USA,2019-02-28,64.0,54.1,58.4,,,0.4,,8.2,,80.1,94.62,"Rain, Overcast",02/28/2019,3.0
59,,30331, USA,2019-03-01,68.8,60.1,62.9,,,0.0,,12.7,,95.6,87.15,Overcast,03/01/2019,1.0
60,,30331, USA,2019-03-02,65.7,51.2,58.3,,,0.0,,8.5,,84.3,77.47,Overcast,03/02/2019,4.0
61,,30331, USA,2019-03-03,60.5,44.1,55.2,38.9,,1.1,,14.6,,94.2,86.77,"Rain, Overcast",03/03/2019,2.0
62,,30331, USA,2019-03-04,42.9,34.2,38.1,24.8,,0.0,,17.4,34.4,83.0,69.06,Overcast,03/04/2019,2.0
63,,30331, USA,2019-03-05,44.2,26.1,34.5,13.9,,0.0,,17.7,33.3,16.5,44.2,Clear,03/05/2019,1.0
64,,30331, USA,2019-03-06,45.1,26.2,35.3,17.8,,0.0,,14.3,,3.5,39.4,Clear,03/06/2019,
65,,30331, USA,2019-03-07,59.0,29.5,44.5,33.3,,0.0,,7.0,,42.6,39.02,Partially cloudy,03/07/2019,2.0
66,,30331, USA,2019-03-08,68.2,49.2,57.2,,,0.0,,9.4,,96.2,45.78,Overcast,03/08/2019,1.0
67,,30331, USA,2019-03-09,73.5,49.2,59.2,45.9,,0.0,,15.0,,74.8,73.06,Partially cloudy,03/09/2019,3.0
68,,30331, USA,2019-03-10,69.1,56.0,63.1,,,0.0,,8.9,,83.1,72.4,Overcast,03/10/2019,
69,,30331, USA,2019-03-11,65.3,51.4,56.7,,,0.0,,8.5,,65.2,75.2,Partially cloudy,03/11/2019,3.0
70,,30331, USA,2019-03-12,72.9,43.8,57.7,,,0.0,,6.4,,21.5,61.83,Clear,03/12/2019,3.0
71,,30331, USA,2019-03-13,69.4,52.7,60.8,,,0.0,,15.0,,23.9,50.77,Clear,03/13/2019,1.0
72,,30331, USA,2019-03-14,74.5,58.4,65.7,,,0.0,,16.2,31.1,83.0,73.25,Overcast,03/14/2019,
73,,30331, USA,2019-03-15,70.9,53.2,62.0,,,0.7,,13.3,,76.6,78.35,"Rain, Overcast",03/15/2019,3.0
74,,30331, USA,2019-03-16,52.3,42.3,47.4,36.6,,0.0,,17.0,,18.9,47.69,Clear,03/16/2019,1.0
75,,30331, USA,2019-03-17,63.8,40.0,50.6,39.1,,0.0,,11.3,,22.8,39.99,Clear,03/17/2019,
76,,30331, USA,2019-03-18,59.8,41.2,49.2,39.0,,0.0,,15.5,31.1,16.2,41.79,Clear,03/18/2019,
77,,30331, USA,2019-03-19,58.6,34.2,47.0,33.2,,0.0,,16.4,31.1,19.0,40.49,Clear,03/19/2019,2.0
78,,30331, USA,2019-03-20,61.8,33.6,48.0,29.2,,0.0,,10.0,,1.7,50.91,Clear,03/20/2019,11.0
79,,30331, USA,2019-03-21,59.9,41.6,51.6,43.2,,0.0,,20.3,32.2,52.5,55.5,Partially cloudy,03/21/2019,2.0
80,,30331, USA,2019-03-22,65.9,39.8,52.6,36.0,,0.0,,17.5,31.1,1.6,46.46,Clear,03/22/2019,
81,,30331, USA,2019-03-23,71.1,39.1,56.2,35.7,,0.0,,9.1,,13.1,39.63,Clear,03/23/2019,1.0
82,,30331, USA,2019-03-24,74.7,39.5,58.0,,,0.0,,11.7,,24.2,48.55,Clear,03/24/2019,
83,,30331, USA,2019-03-25,68.5,50.3,58.7,,,0.3,,9.7,29.8,68.3,74.88,"Rain, Partially cloudy",03/25/2019,1.0
84,,30331, USA,2019-03-26,63.0,50.0,55.5,46.4,,0.3,,12.0,,82.2,78.47,"Rain, Overcast",03/26/2019,2.0
85,,30331, USA,2019-03-27,62.6,47.1,53.9,42.4,,0.0,,15.7,,30.0,58.04,Partially cloudy,03/27/2019,2.0
86,,30331, USA,2019-03-28,68.9,36.8,52.6,,,0.0,,9.0,,12.1,51.54,Clear,03/28/2019,1.0
87,,30331, USA,2019-03-29,72.2,43.8,58.1,,,0.0,,8.4,,24.1,57.8,Clear,03/29/2019,1.0
88,,30331, USA,2019-03-30,75.8,52.4,64.1,,,0.0,,13.8,,40.6,59.2,Partially cloudy,03/30/2019,2.0
89,,30331, USA,2019-03-31,69.5,43.0,52.4,36.1,,0.1,,17.1,34.4,65.3,63.02,"Rain, Partially cloudy",03/31/2019,3.0
90,,30331, USA,2019-04-01,61.5,33.5,48.6,33.6,,0.0,,12.0,,16.2,41.22,Clear,04/01/2019,2.0
91,,30331, USA,2019-04-02,62.6,46.8,53.2,42.2,,0.0,,10.7,,55.3,41.2,Partially cloudy,04/02/2019,5.0
92,,30331, USA,2019-04-03,71.9,38.1,55.6,,,0.0,,6.7,,17.5,53.08,Clear,04/03/2019,2.0
93,,30331, USA,2019-04-04,70.6,44.2,59.0,,,0.1,,13.7,,37.6,59.39,"Rain, Partially cloudy",04/04/2019,2.0
94,,30331, USA,2019-04-05,75.0,55.9,63.6,,,0.2,,11.4,,80.2,82.79,"Rain, Overcast",04/05/2019,4.0
95,,30331, USA,2019-04-06,73.2,57.8,64.6,,,0.0,,9.2,,78.9,82.59,Overcast,04/06/2019,
96,,30331, USA,2019-04-07,79.7,60.6,69.6,,,0.8,,9.8,,57.6,79.79,"Rain, Partially cloudy",04/07/2019,1.0
97,,30331, USA,2019-04-08,74.7,62.5,68.5,,,0.0,,13.6,,60.6,88.06,Partially cloudy,04/08/2019,1.0
98,,30331, USA,2019-04-09,74.2,62.4,66.4,,,0.5,,8.4,32.2,73.8,89.13,"Rain, Partially cloudy",04/09/2019,1.0
99,,30331, USA,2019-04-10,82.1,54.4,68.0,,81.0,0.0,,7.2,,9.7,69.11,Clear,04/10/2019,
100,,30331, USA,2019-04-11,81.8,57.4,70.4,,80.7,0.1,,16.7,,27.3,64.57,"Rain, Partially cloudy",04/11/2019,4.0
101,,30331, USA,2019-04-12,78.1,65.8,71.7,,,0.1,,14.6,,65.5,73.4,"Rain, Partially cloudy",04/12/2019,1.0
102,,30331, USA,2019-04-13,82.1,60.8,70.4,,81.7,0.0,,13.0,,35.1,71.94,Partially cloudy,04/13/2019,
103,,30331, USA,2019-04-14,78.2,57.7,70.6,,,1.3,,20.8,40.3,78.5,78.82,"Rain, Overcast",04/14/2019,3.0
104,,30331, USA,2019-04-15,66.0,45.1,55.0,40.7,,0.0,,18.3,35.0,28.2,55.41,Partially cloudy,04/15/2019,2.0
105,,30331, USA,2019-04-16,75.6,44.2,59.6,,,0.0,,8.3,,7.9,56.93,Clear,04/16/2019,
106,,30331, USA,2019-04-17,80.6,50.0,65.5,,80.0,0.0,,8.6,,25.1,61.51,Partially cloudy,04/17/2019,2.0
107,,30331, USA,2019-04-18,79.5,60.7,70.9,,,0.0,,15.8,,50.6,64.28,Partially cloudy,04/18/2019,2.0
108,,30331, USA,2019-04-19,71.7,47.6,61.7,42.9,,3.9,,16.5,40.3,93.0,87.07,"Rain, Overcast",04/19/2019,6.0
109,,30331, USA,2019-04-20,51.0,43.9,47.1,38.5,,0.1,,13.0,32.2,98.4,85.08,"Rain, Overcast",04/20/2019,
110,,30331, USA,2019-04-21,71.9,41.8,56.7,41.0,,0.0,,15.8,,10.0,59.28,Clear,04/21/2019,
111,,30331, USA,2019-04-22,80.9,45.4,62.8,46.7,79.5,0.0,,9.3,,4.4,58.36,Clear,04/22/2019,1.0
112,,30331, USA,2019-04-23,82.1,52.1,68.0,,80.8,0.0,,10.4,,18.1,61.61,Clear,04/23/2019,1.0
113,,30331, USA,2019-04-24,82.8,59.5,71.0,,81.3,0.0,,12.6,,20.4,57.4,Clear,04/24/2019,3.0
