Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30339, USA",,10/1/2018,83.1,70,75.1,,84,0,,9.6,,53.1,73.34,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/2/2018,84.5,64.6,73.7,,84.5,0,,5,,31.9,72.28,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/3/2018,87,64.7,75.1,,88,0,,6,,38.2,72.12,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/4/2018,88.1,66.6,76.7,,89.4,0,,7.4,,19.7,70.7,Clear,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/5/2018,89.8,66.9,78.1,,91.5,0,,6.2,,29.1,70.4,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/6/2018,89.4,68.9,77.9,,91,0,,5,,29.8,73.9,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/7/2018,86.9,69.3,77.4,,88.7,0,,11.1,,55.2,70.27,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/8/2018,84.1,71,76.6,,87.1,0,,15.2,,58.4,73.85,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/9/2018,79.4,70.3,74,,,0.1,,14.3,,87.7,81.95,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/10/2018,81.9,71.2,74.8,,85.9,2.3,,13,,94.1,89.67,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/11/2018,79,61.3,72.2,,,2.1,,19.4,35.6,54.9,75.8,"Rain, Partially cloudy","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/12/2018,71.9,50.2,60,,,0,,13.6,,23.3,61.08,Clear,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/13/2018,71.8,53.7,61.3,,,0,,10.4,,36.8,66.72,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/14/2018,79.1,56.7,66.4,,,0,,9,,41.9,71.21,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/15/2018,81.5,61.5,69.2,,84.1,0,,6.1,,52.2,84.45,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/16/2018,78.9,65.3,69.9,,,0,,10.6,,70.2,85.97,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/17/2018,72.7,60,65.5,,,0,,10.8,,71.1,70.77,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/18/2018,71.7,52.7,61.7,,,0,,9.2,,42.1,60.5,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/19/2018,66.1,51.3,59.2,,,0,,8.6,,57.4,73.03,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/20/2018,66.6,57.1,62.5,,,0.2,,12.1,,79.2,83.95,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/21/2018,63,41.2,52.4,35.6,,0,,16.7,31.1,0.8,49.19,Clear,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/22/2018,65.2,37.8,50.5,,,0,,9.4,,37.1,66.36,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/23/2018,67.3,45.3,55.1,,,0,,7.4,,48.8,68.32,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/24/2018,71.5,41.4,56.7,,,0,,7.3,,36.1,66.41,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/25/2018,57.2,47.9,53.7,42.9,,0.1,,11.7,,62.4,69.24,"Rain, Partially cloudy","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/26/2018,51.5,46.7,48.8,42.3,,1,,13.1,,100,95.28,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/27/2018,58.5,51.3,54,,,0,,15,,97.1,82.24,Overcast,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/28/2018,73,42.4,57.6,44.2,,0,,10.2,,23.1,75.9,Clear,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/29/2018,68.8,47.7,58.6,,,0,,13.7,,7,54.39,Clear,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/30/2018,70.1,41.9,54.8,,,0,,9.5,,23.5,68.14,Clear,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,10/31/2018,76.3,49.3,61.3,,,0,,8.4,,39.3,73.3,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/1/2018,68.5,60.4,63.3,,,0.3,,13.4,,68.3,86.98,"Rain, Partially cloudy","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/2/2018,62.4,42.8,55.6,38.6,,0.1,,18.7,29.8,84.2,86.51,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/3/2018,63.5,38.9,49,36.5,,0,,7.5,,16.1,76.58,Clear,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/4/2018,63.7,40.8,53.2,39.6,,0,,14.2,,49.5,74.72,Partially cloudy,"DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/5/2018,62.8,54.1,58.8,,,0.2,,9.5,,99.5,94.98,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/6/2018,70.2,53.3,64.4,,,0.4,,12.3,,87.4,88.15,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/7/2018,72.7,45,56.9,,,0.5,,12,,50.1,86.39,"Rain, Partially cloudy","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/8/2018,62.2,54.8,57.6,,,0.3,,9.3,,99.6,89.1,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
,"30339, USA",,11/9/2018,57.1,43.3,53.6,36,,0.7,,16.4,,98.1,94.79,"Rain, Overcast","DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,4.1mi), FULTON CO-BROWN FLD ARPT (Id=72219503888,7.4mi), DEKALB-PEACHTREE AIRPORT (Id=72219653863,9.4mi)"
