,Location,Address,Country,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Date,30315_Accidents
0,,30315, USA,2019-01-01,65.4,56.9,62.0,,,0.2,,6.3,,80.4,88.67,"Rain, Overcast",01/01/2019,1.0
1,,30315, USA,2019-01-02,57.3,49.2,52.9,46.3,,0.4,,7.6,,81.9,89.7,"Rain, Overcast",01/02/2019,1.0
2,,30315, USA,2019-01-03,54.6,50.2,52.7,,,0.3,,11.8,,99.5,94.46,"Rain, Overcast",01/03/2019,3.0
3,,30315, USA,2019-01-04,65.2,45.1,54.7,39.9,,1.3,,20.7,33.8,87.0,84.61,"Rain, Overcast",01/04/2019,4.0
4,,30315, USA,2019-01-05,58.3,43.8,49.1,36.8,,0.0,,18.4,33.3,39.5,63.8,Partially cloudy,01/05/2019,
5,,30315, USA,2019-01-06,68.7,42.2,53.4,38.5,,0.0,,7.5,,13.0,60.34,Clear,01/06/2019,1.0
6,,30315, USA,2019-01-07,68.1,42.2,54.2,46.1,,0.0,,10.6,,43.4,64.78,Partially cloudy,01/07/2019,1.0
7,,30315, USA,2019-01-08,64.4,49.7,56.5,48.4,,0.0,,11.4,,70.6,75.76,Partially cloudy,01/08/2019,1.0
8,,30315, USA,2019-01-09,56.1,39.6,46.9,30.6,,0.0,,20.5,34.0,5.2,41.37,Clear,01/09/2019,6.0
9,,30315, USA,2019-01-10,44.7,29.4,36.5,19.2,,0.0,,17.5,34.4,25.8,49.96,Partially cloudy,01/10/2019,2.0
10,,30315, USA,2019-01-11,53.3,29.0,40.7,23.7,,0.0,,7.9,,25.4,48.96,Partially cloudy,01/11/2019,1.0
11,,30315, USA,2019-01-12,43.3,37.6,41.0,29.1,,0.3,,14.2,,96.1,59.73,"Rain, Overcast",01/12/2019,1.0
12,,30315, USA,2019-01-13,46.7,35.1,40.4,27.6,,0.3,,11.3,,99.5,90.32,"Rain, Overcast",01/13/2019,2.0
13,,30315, USA,2019-01-14,45.6,39.6,43.3,31.8,,0.0,,13.8,,99.3,78.25,Overcast,01/14/2019,1.0
14,,30315, USA,2019-01-15,44.5,33.0,38.0,27.1,,0.0,,12.9,,66.1,71.95,Partially cloudy,01/15/2019,4.0
15,,30315, USA,2019-01-16,52.7,29.8,38.9,22.5,,0.0,,10.0,,30.7,73.29,Partially cloudy,01/16/2019,5.0
16,,30315, USA,2019-01-17,48.1,33.0,41.0,33.4,,0.1,,5.9,,72.7,86.5,"Rain, Partially cloudy",01/17/2019,12.0
17,,30315, USA,2019-01-18,56.7,46.3,50.2,44.9,,0.0,,5.1,,80.3,89.64,Overcast,01/18/2019,3.0
18,,30315, USA,2019-01-19,62.6,49.2,55.6,48.3,,1.0,,15.5,,81.9,93.35,"Rain, Overcast",01/19/2019,2.0
19,,30315, USA,2019-01-20,52.8,29.2,35.9,18.0,,0.0,,24.5,38.9,64.5,67.02,Partially cloudy,01/20/2019,
20,,30315, USA,2019-01-21,42.9,21.3,31.3,11.0,,0.0,,15.7,,19.4,45.06,Clear,01/21/2019,
21,,30315, USA,2019-01-22,44.5,29.9,37.6,20.5,,0.0,,13.3,,69.6,38.36,Partially cloudy,01/22/2019,1.0
22,,30315, USA,2019-01-23,66.9,42.1,53.1,35.7,,1.5,,16.6,35.6,98.3,70.12,"Rain, Overcast",01/23/2019,1.0
23,,30315, USA,2019-01-24,53.9,34.4,42.6,27.3,,0.3,,22.2,39.7,64.5,78.28,"Rain, Partially cloudy",01/24/2019,
24,,30315, USA,2019-01-25,46.6,31.0,37.4,23.7,,0.0,,15.1,,28.2,58.09,Partially cloudy,01/25/2019,2.0
25,,30315, USA,2019-01-26,50.9,26.9,37.6,21.5,,0.0,,12.5,,13.5,60.0,Clear,01/26/2019,
26,,30315, USA,2019-01-27,50.4,31.8,40.6,40.4,,0.0,,5.2,,50.5,70.75,Partially cloudy,01/27/2019,
27,,30315, USA,2019-01-28,57.0,31.8,44.7,32.6,,0.0,,12.8,,46.8,66.2,Partially cloudy,01/28/2019,
28,,30315, USA,2019-01-29,50.8,28.4,40.9,19.0,,0.1,,17.8,29.8,69.0,64.43,"Rain, Partially cloudy",01/29/2019,1.0
29,,30315, USA,2019-01-30,42.9,23.0,32.0,16.3,,0.0,,17.0,30.7,33.9,48.49,Partially cloudy,01/30/2019,1.0
30,,30315, USA,2019-01-31,51.5,26.7,37.7,23.7,,0.0,,7.8,,24.6,51.61,Clear,01/31/2019,3.0
31,,30315, USA,2019-02-01,61.3,31.8,45.0,28.9,,0.0,,6.9,,33.9,51.8,Partially cloudy,02/01/2019,1.0
32,,30315, USA,2019-02-02,64.5,37.0,51.6,34.1,,0.0,,7.7,,55.8,62.8,Partially cloudy,02/02/2019,
33,,30315, USA,2019-02-03,63.6,49.2,56.1,,,0.0,,8.5,,73.1,69.34,Partially cloudy,02/03/2019,1.0
34,,30315, USA,2019-02-04,65.1,41.4,53.7,42.3,,0.0,,6.5,,55.8,80.13,Partially cloudy,02/04/2019,1.0
35,,30315, USA,2019-02-05,72.4,54.8,62.1,,,0.0,,6.8,,80.2,81.77,Overcast,02/05/2019,5.0
36,,30315, USA,2019-02-06,70.5,58.0,63.5,,,0.1,,9.3,,82.0,89.7,"Rain, Overcast",02/06/2019,5.0
37,,30315, USA,2019-02-07,79.2,62.4,69.6,,,0.0,,15.5,31.1,54.5,71.7,Partially cloudy,02/07/2019,1.0
38,,30315, USA,2019-02-08,67.3,42.5,53.3,35.8,,0.0,,19.1,32.2,67.4,56.09,Partially cloudy,02/08/2019,5.0
39,,30315, USA,2019-02-09,54.1,37.6,44.7,31.1,,0.0,,14.9,31.1,76.0,41.77,Overcast,02/09/2019,2.0
40,,30315, USA,2019-02-10,44.6,37.6,40.1,29.9,,0.1,,16.7,,85.1,65.25,"Rain, Overcast",02/10/2019,6.0
41,,30315, USA,2019-02-11,55.2,37.2,45.3,31.7,,0.1,,7.0,,95.3,94.52,"Rain, Overcast",02/11/2019,3.0
42,,30315, USA,2019-02-12,69.7,49.4,57.8,42.7,,0.7,,20.8,32.9,79.0,89.88,"Rain, Overcast",02/12/2019,3.0
43,,30315, USA,2019-02-13,54.9,36.8,45.1,30.4,,0.0,,18.0,33.3,28.4,48.76,Partially cloudy,02/13/2019,3.0
44,,30315, USA,2019-02-14,64.0,34.8,49.0,33.4,,0.0,,11.0,,53.5,48.49,Partially cloudy,02/14/2019,2.0
45,,30315, USA,2019-02-15,59.7,50.5,55.3,,,0.2,,9.4,,88.9,79.9,"Rain, Overcast",02/15/2019,1.0
46,,30315, USA,2019-02-16,60.8,48.2,56.4,46.7,,0.1,,13.5,,81.7,84.02,"Rain, Overcast",02/16/2019,
47,,30315, USA,2019-02-17,50.2,46.7,48.6,42.8,,0.1,,10.7,,79.1,92.78,"Rain, Overcast",02/17/2019,
48,,30315, USA,2019-02-18,58.4,46.2,49.9,41.2,,0.1,,15.3,,72.8,66.85,"Rain, Partially cloudy",02/18/2019,6.0
49,,30315, USA,2019-02-19,47.5,37.7,42.7,28.2,,1.2,,19.2,33.3,98.9,76.92,"Rain, Overcast",02/19/2019,5.0
50,,30315, USA,2019-02-20,44.5,38.7,41.8,31.4,,0.7,,15.1,34.4,100.0,94.55,"Rain, Overcast",02/20/2019,9.0
51,,30315, USA,2019-02-21,62.0,42.8,51.9,37.9,,0.7,,8.2,,84.9,94.02,"Rain, Overcast",02/21/2019,5.0
52,,30315, USA,2019-02-22,63.8,51.1,55.1,,,0.0,,15.2,,88.3,93.96,Overcast,02/22/2019,2.0
53,,30315, USA,2019-02-23,50.8,47.5,49.1,42.7,,0.0,,12.7,,95.3,95.62,Overcast,02/23/2019,
54,,30315, USA,2019-02-24,62.6,47.5,55.3,42.8,,0.3,,23.5,37.2,42.8,60.76,"Rain, Partially cloudy",02/24/2019,
55,,30315, USA,2019-02-25,62.0,39.1,49.8,32.4,,0.0,,13.2,,30.6,33.94,Partially cloudy,02/25/2019,1.0
56,,30315, USA,2019-02-26,64.6,44.2,55.3,43.2,,0.0,,7.9,,78.5,51.99,Overcast,02/26/2019,1.0
57,,30315, USA,2019-02-27,66.3,55.5,59.5,,,0.0,,5.8,,81.8,80.89,Overcast,02/27/2019,2.0
58,,30315, USA,2019-02-28,63.7,55.6,58.9,,,0.4,,6.9,,86.8,91.33,"Rain, Overcast",02/28/2019,
59,,30315, USA,2019-03-01,68.2,60.0,62.8,,,0.0,,13.9,,94.3,84.86,Overcast,03/01/2019,2.0
60,,30315, USA,2019-03-02,65.1,51.3,58.3,,,0.0,,9.5,,87.1,76.59,Overcast,03/02/2019,
61,,30315, USA,2019-03-03,61.2,44.2,55.6,37.9,,1.1,,16.7,29.8,95.0,84.22,"Rain, Overcast",03/03/2019,1.0
62,,30315, USA,2019-03-04,43.0,34.4,38.3,25.0,,0.0,,18.2,34.4,84.5,67.53,Overcast,03/04/2019,
63,,30315, USA,2019-03-05,44.3,26.3,34.7,13.9,,0.0,,20.0,32.6,20.4,43.98,Clear,03/05/2019,1.0
64,,30315, USA,2019-03-06,45.4,26.3,35.4,17.3,,0.0,,15.3,,7.1,38.65,Clear,03/06/2019,1.0
65,,30315, USA,2019-03-07,59.0,29.6,44.6,25.2,,0.0,,7.4,,51.9,37.8,Partially cloudy,03/07/2019,
66,,30315, USA,2019-03-08,67.9,49.5,56.8,,,0.0,,10.2,,97.2,44.25,Overcast,03/08/2019,1.0
67,,30315, USA,2019-03-09,72.6,49.5,58.8,46.3,,0.0,,13.4,,83.0,70.49,Overcast,03/09/2019,
