Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Contributing Stations
,"30331, USA",,1/1/2018,28.7,18.1,22.1,4.8,,0,,15.2,,69,51.39,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/2/2018,34.9,12.1,23.4,4,,0,,6.1,,9.6,51.6,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/3/2018,37.9,26.1,30.7,20.5,,0,,10.3,,39.9,39.45,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/4/2018,33.9,21.1,27.1,9.9,,0,,20,32.2,1.7,42.76,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/5/2018,37.2,16.3,25.8,4.9,,0,,12.7,,7.9,40.66,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/6/2018,38.8,20.5,28.8,15.7,,0,,13.2,,9,39.86,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/7/2018,38.9,19.3,29.3,12.4,,0,,11.6,,19.3,41.51,Clear,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/8/2018,41.3,31.6,35.6,23.9,,0.2,,9.8,,86.4,63.7,"Rain, Overcast","FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/9/2018,64.1,35.7,48.5,32.4,,0,,8.6,,65.2,89.97,Partially cloudy,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/10/2018,64.7,50.1,58.4,,,0,,11.1,,97.3,80.48,Overcast,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/11/2018,59.1,52.8,56.3,,,0,,11.8,,93.6,98.88,Overcast,"FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
,"30331, USA",,1/12/2018,61.7,28.9,52.3,16.5,,0.7,,20.1,34.4,89.4,93.89,"Rain, Overcast","FULTON CO-BROWN FLD ARPT (Id=72219503888,4.4mi), HARTSFIELD-JACKSON ATLANTA INTL AP (Id=72219013874,7.7mi), DOBBINS AIR RESERVE BASE AIRPORT (Id=72227013864,14.0mi)"
