,Location,Address,Country,Date,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,Severity_1,Severity_2,Severity_3,Severity_4,Residential_ct,Interstate_ct,Accident_ct,Zipcode
0,,30312, USA,01/01/2019,65.1,56.4,61.5,,,0.2,,6.1,,74.1,90.3,"Rain, Partially cloudy",0,0,2,0,1,1,2,30312
1,,30312, USA,01/02/2019,57.0,49.0,52.4,46.3,,0.4,,7.3,,75.9,91.8,"Rain, Overcast",0,0,1,0,0,1,1,30312
2,,30312, USA,01/03/2019,54.3,50.1,52.5,,,0.3,,10.6,,99.5,95.95,"Rain, Overcast",0,2,2,0,1,3,4,30312
3,,30312, USA,01/04/2019,64.8,45.1,54.5,40.1,,1.2,,18.9,33.6,87.3,86.19,"Rain, Overcast",0,0,4,0,3,1,4,30312
4,,30312, USA,01/05/2019,57.8,43.7,48.8,36.4,,0.0,,17.1,33.3,40.2,64.92,Partially cloudy,0,0,2,0,1,1,2,30312
5,,30312, USA,01/06/2019,68.5,41.6,52.8,38.2,,0.0,,7.6,,8.0,62.19,Clear,0,1,2,0,2,1,3,30312
6,,30312, USA,01/07/2019,67.9,40.8,53.3,45.1,,0.0,,10.3,,26.8,67.52,Partially cloudy,0,0,0,0,0,0,0,30312
7,,30312, USA,01/08/2019,64.5,48.9,56.1,48.1,,0.0,,10.7,,61.0,77.43,Partially cloudy,0,4,1,0,3,2,5,30312
8,,30312, USA,01/09/2019,56.1,39.3,46.7,30.3,,0.0,,20.4,33.5,3.2,41.08,Clear,0,2,2,0,1,3,4,30312
9,,30312, USA,01/10/2019,44.6,29.1,36.2,19.2,,0.0,,16.5,34.4,15.9,50.48,Clear,0,3,1,0,3,1,4,30312
10,,30312, USA,01/11/2019,53.0,28.0,40.3,23.9,,0.0,,7.7,,17.5,49.96,Clear,0,2,3,0,3,2,5,30312
11,,30312, USA,01/12/2019,42.8,37.2,40.7,29.3,,0.3,,12.6,,94.6,60.15,"Rain, Overcast",0,0,3,0,1,2,3,30312
12,,30312, USA,01/13/2019,45.9,35.1,40.1,28.0,,0.2,,9.9,,99.7,91.84,"Rain, Overcast",0,0,1,0,0,1,1,30312
13,,30312, USA,01/14/2019,45.3,39.3,43.1,31.8,,0.0,,13.4,,99.6,79.38,Overcast,0,6,2,0,3,5,8,30312
14,,30312, USA,01/15/2019,44.3,32.9,37.8,27.1,,0.0,,12.5,,61.5,72.75,Partially cloudy,0,2,2,0,1,3,4,30312
15,,30312, USA,01/16/2019,52.5,29.7,38.6,22.2,,0.0,,9.2,,23.2,74.8,Clear,0,3,4,0,3,4,7,30312
16,,30312, USA,01/17/2019,47.8,32.0,40.4,42.1,,0.1,,5.1,,65.4,88.93,"Rain, Partially cloudy",0,8,1,0,4,5,9,30312
17,,30312, USA,01/18/2019,56.4,45.8,49.7,44.3,,0.0,,4.7,,77.5,91.37,Overcast,0,3,2,0,3,2,5,30312
18,,30312, USA,01/19/2019,62.4,48.2,55.3,,,1.0,,14.5,,85.7,94.67,"Rain, Overcast",0,0,4,0,1,3,4,30312
19,,30312, USA,01/20/2019,52.7,28.7,35.6,17.9,,0.0,,22.4,37.8,64.0,67.57,Partially cloudy,0,2,2,0,1,3,4,30312
20,,30312, USA,01/21/2019,42.8,21.0,30.8,11.1,,0.0,,15.6,,12.0,45.93,Clear,0,1,1,0,1,1,2,30312
21,,30312, USA,01/22/2019,44.1,29.8,37.4,21.3,,0.0,,11.7,,64.9,37.87,Partially cloudy,0,1,0,0,1,0,1,30312
22,,30312, USA,01/23/2019,66.8,41.8,52.6,35.8,,1.5,,16.2,35.6,97.8,70.69,"Rain, Overcast",0,3,3,0,4,2,6,30312
23,,30312, USA,01/24/2019,53.8,34.1,42.3,27.2,,0.3,,20.5,39.2,63.7,79.37,"Rain, Partially cloudy",0,3,3,0,4,2,6,30312
24,,30312, USA,01/25/2019,46.2,30.4,37.0,23.5,,0.0,,14.7,,17.4,59.09,Clear,0,3,1,0,2,2,4,30312
25,,30312, USA,01/26/2019,50.6,26.2,37.0,22.6,,0.0,,11.4,,8.3,61.91,Clear,0,0,1,0,1,0,1,30312
26,,30312, USA,01/27/2019,50.5,30.5,39.6,46.9,,0.0,,4.7,,32.4,73.76,Partially cloudy,0,1,1,0,1,1,2,30312
27,,30312, USA,01/28/2019,57.0,30.2,43.9,44.8,,0.0,,12.8,,45.2,68.07,Partially cloudy,0,1,0,0,1,0,1,30312
28,,30312, USA,01/29/2019,50.5,28.1,40.6,18.6,,0.1,,16.6,29.8,65.7,64.61,"Rain, Partially cloudy",0,1,3,0,2,2,4,30312
29,,30312, USA,01/30/2019,42.8,22.4,31.7,15.9,,0.0,,15.1,30.4,20.9,48.95,Clear,0,3,2,0,3,2,5,30312
30,,30312, USA,01/31/2019,51.2,25.9,37.0,25.3,,0.0,,8.3,,20.5,53.32,Clear,0,3,3,0,2,4,6,30312
31,,30312, USA,02/01/2019,60.8,30.2,43.6,,,0.0,,7.4,,20.9,55.33,Clear,0,2,0,0,1,1,2,30312
32,,30312, USA,02/02/2019,64.7,34.6,50.7,32.6,,0.0,,7.4,,50.7,64.87,Partially cloudy,0,1,2,0,0,3,3,30312
33,,30312, USA,02/03/2019,63.3,47.4,55.4,,,0.0,,7.5,,72.4,71.53,Partially cloudy,0,0,4,0,2,2,4,30312
34,,30312, USA,02/04/2019,65.1,40.1,52.6,,,0.0,,6.2,,52.5,82.27,Partially cloudy,0,3,0,0,2,1,3,30312
35,,30312, USA,02/05/2019,71.8,54.3,61.8,,,0.0,,6.2,,78.0,82.95,Overcast,0,1,1,0,2,0,2,30312
36,,30312, USA,02/06/2019,70.2,56.9,63.2,,,0.1,,9.5,,83.4,91.18,"Rain, Overcast",0,9,3,0,5,7,12,30312
37,,30312, USA,02/07/2019,79.2,62.6,69.5,,,0.0,,15.5,31.1,49.7,72.49,Partially cloudy,0,1,1,0,1,1,2,30312
38,,30312, USA,02/08/2019,67.4,42.2,53.1,35.5,,0.0,,18.6,32.2,57.2,56.31,Partially cloudy,0,3,2,0,3,2,5,30312
39,,30312, USA,02/09/2019,54.1,37.4,44.7,31.3,,0.0,,13.6,31.1,69.2,41.63,Partially cloudy,0,0,2,0,1,1,2,30312
40,,30312, USA,02/10/2019,44.8,37.2,40.0,30.2,,0.1,,14.4,,82.8,65.4,"Rain, Overcast",0,0,1,0,1,0,1,30312
41,,30312, USA,02/11/2019,55.1,37.1,45.3,32.4,,0.1,,5.9,,97.1,95.77,"Rain, Overcast",0,5,3,0,3,5,8,30312
42,,30312, USA,02/12/2019,68.9,49.0,57.4,42.6,,0.8,,18.6,33.7,79.6,91.2,"Rain, Overcast",0,0,3,0,1,2,3,30312
43,,30312, USA,02/13/2019,54.8,36.5,44.8,30.8,,0.0,,17.0,33.3,17.5,49.56,Clear,0,0,0,0,0,0,0,30312
44,,30312, USA,02/14/2019,63.9,33.1,48.3,45.0,,0.0,,11.2,,37.1,51.45,Partially cloudy,0,2,1,0,2,1,3,30312
45,,30312, USA,02/15/2019,59.5,49.7,55.1,47.2,,0.2,,9.4,,88.3,80.61,"Rain, Overcast",0,3,3,0,1,5,6,30312
46,,30312, USA,02/16/2019,60.5,47.7,55.6,46.3,,0.1,,12.5,,76.6,86.12,"Rain, Overcast",0,0,1,0,0,1,1,30312
47,,30312, USA,02/17/2019,50.1,45.9,48.2,42.3,,0.1,,9.8,,81.0,94.0,"Rain, Overcast",0,0,3,1,2,2,4,30312
48,,30312, USA,02/18/2019,58.0,45.6,49.4,41.1,,0.1,,14.3,,63.3,68.2,"Rain, Partially cloudy",0,5,2,1,3,5,8,30312
49,,30312, USA,02/19/2019,47.1,37.4,42.1,28.4,,1.4,,16.3,33.3,99.1,79.22,"Rain, Overcast",0,1,3,0,2,2,4,30312
50,,30312, USA,02/20/2019,44.1,38.4,41.5,31.7,,0.6,,12.9,34.4,100.0,95.69,"Rain, Overcast",0,3,4,0,2,5,7,30312
51,,30312, USA,02/21/2019,61.4,42.5,51.3,37.9,,0.7,,7.5,,87.6,95.39,"Rain, Overcast",0,3,2,0,0,5,5,30312
52,,30312, USA,02/22/2019,60.3,50.8,54.4,,,0.0,,13.2,,88.2,95.68,Overcast,0,3,2,0,4,1,5,30312
53,,30312, USA,02/23/2019,50.5,47.1,48.9,42.6,,0.0,,12.1,,97.1,96.7,Overcast,0,3,0,0,2,1,3,30312
54,,30312, USA,02/24/2019,62.4,47.1,55.0,42.6,,0.3,,23.6,36.3,40.3,61.61,"Rain, Partially cloudy",0,0,0,0,0,0,0,30312
55,,30312, USA,02/25/2019,61.4,38.7,49.5,32.5,,0.0,,11.8,,18.9,34.57,Clear,0,7,1,0,4,4,8,30312
56,,30312, USA,02/26/2019,64.8,42.2,54.6,42.3,,0.0,,7.5,,70.3,55.19,Partially cloudy,0,3,0,0,2,1,3,30312
57,,30312, USA,02/27/2019,66.0,54.2,59.3,,,0.0,,5.1,,80.2,82.0,Overcast,0,6,0,3,3,6,9,30312
58,,30312, USA,02/28/2019,63.3,54.4,58.4,,,0.4,,7.4,,83.8,93.28,"Rain, Overcast",0,1,3,0,2,2,4,30312
59,,30312, USA,03/01/2019,67.9,59.8,62.5,,,0.0,,12.7,,95.4,86.32,Overcast,0,0,0,0,0,0,0,30312
60,,30312, USA,03/02/2019,65.1,50.8,58.1,,,0.0,,8.5,,83.0,76.77,Overcast,0,0,1,0,1,0,1,30312
61,,30312, USA,03/03/2019,60.8,43.8,55.2,37.5,,1.1,,16.7,29.8,93.0,85.18,"Rain, Overcast",0,0,2,0,1,1,2,30312
62,,30312, USA,03/04/2019,42.5,34.1,37.9,24.8,,0.0,,18.3,34.4,81.9,68.49,Overcast,0,0,0,0,0,0,0,30312
63,,30312, USA,03/05/2019,44.0,26.0,34.4,13.9,,0.0,,18.5,32.2,17.8,44.28,Clear,0,0,1,0,0,1,1,30312
64,,30312, USA,03/06/2019,45.1,26.0,35.0,17.4,,0.0,,15.0,,4.4,39.04,Clear,0,1,0,0,0,1,1,30312
65,,30312, USA,03/07/2019,58.7,28.8,44.2,25.6,,0.0,,7.2,,44.6,38.7,Partially cloudy,0,0,0,0,0,0,0,30312
66,,30312, USA,03/08/2019,67.2,49.3,56.3,,,0.0,,8.8,,97.5,45.85,Overcast,0,0,1,0,0,1,1,30312
67,,30312, USA,03/09/2019,71.3,48.9,58.0,46.2,,0.0,,12.4,,77.4,73.52,Overcast,0,0,1,0,0,1,1,30312
68,,30312, USA,03/10/2019,68.5,55.0,62.2,,,0.0,,8.2,,86.6,71.18,Overcast,0,0,1,0,1,0,1,30312
69,,30312, USA,03/11/2019,65.7,51.5,56.8,,,0.0,,8.8,,68.7,72.84,Partially cloudy,0,0,1,0,1,0,1,30312
70,,30312, USA,03/12/2019,72.3,43.6,57.6,45.2,,0.0,,6.2,,26.6,60.87,Partially cloudy,0,2,0,0,2,0,2,30312
71,,30312, USA,03/13/2019,68.8,51.5,60.1,,,0.0,,14.7,,32.8,50.74,Partially cloudy,0,6,2,0,6,2,8,30312
72,,30312, USA,03/14/2019,73.8,57.2,64.9,,,0.0,,17.5,30.5,82.4,72.95,Overcast,0,0,0,0,0,0,0,30312
73,,30312, USA,03/15/2019,70.5,53.0,61.7,,,0.6,,12.7,,78.7,77.46,"Rain, Overcast",0,4,2,0,3,3,6,30312
74,,30312, USA,03/16/2019,52.1,42.2,47.2,36.4,,0.0,,18.7,,21.6,47.33,Clear,0,0,0,0,0,0,0,30312
75,,30312, USA,03/17/2019,62.8,40.4,50.4,37.6,,0.0,,11.8,,28.9,39.32,Partially cloudy,0,0,2,0,0,2,2,30312
76,,30312, USA,03/18/2019,59.1,40.5,49.2,38.3,,0.0,,15.3,31.1,19.4,40.3,Clear,0,0,0,0,0,0,0,30312
77,,30312, USA,03/19/2019,58.0,36.9,47.0,32.6,,0.0,,15.4,31.1,24.9,38.0,Clear,0,0,1,0,0,1,1,30312
78,,30312, USA,03/20/2019,61.4,35.2,48.2,30.9,,0.0,,9.5,,2.6,47.18,Clear,0,0,0,0,0,0,0,30312
79,,30312, USA,03/21/2019,59.5,42.1,51.6,42.8,,0.0,,20.1,35.6,53.3,53.31,Partially cloudy,0,2,2,0,4,0,4,30312
80,,30312, USA,03/22/2019,65.1,39.6,52.3,34.6,,0.0,,19.3,32.8,2.2,45.84,Clear,0,2,2,0,3,1,4,30312
81,,30312, USA,03/23/2019,71.0,40.3,56.1,36.3,,0.0,,9.1,,15.5,38.62,Clear,0,0,1,0,0,1,1,30312
82,,30312, USA,03/24/2019,73.8,40.9,58.2,,,0.0,,11.0,,28.9,46.36,Partially cloudy,0,0,4,0,1,3,4,30312
83,,30312, USA,03/25/2019,67.7,51.3,58.9,,,0.4,,9.9,29.8,70.1,72.26,"Rain, Partially cloudy",0,4,2,0,4,2,6,30312
84,,30312, USA,03/26/2019,62.3,49.5,55.1,45.0,,0.3,,12.3,,75.6,78.51,"Rain, Overcast",0,2,0,0,1,1,2,30312
85,,30312, USA,03/27/2019,61.8,46.7,53.6,42.2,,0.0,,13.3,,32.1,55.58,Partially cloudy,0,4,3,0,3,4,7,30312
86,,30312, USA,03/28/2019,67.9,38.1,52.7,,,0.0,,7.2,,15.1,48.12,Clear,0,4,0,0,3,1,4,30312
87,,30312, USA,03/29/2019,71.8,44.5,58.6,,,0.0,,8.5,,32.2,55.0,Partially cloudy,0,2,0,0,2,0,2,30312
88,,30312, USA,03/30/2019,75.6,53.4,64.0,,,0.0,,14.2,,45.8,57.65,Partially cloudy,0,0,2,0,0,2,2,30312
